,text
27,should #congress return to vote on #iraq & #syria? give us a call or let us know via social media.pic.twitter.com/ohkpe5emmx
28,".  & olivia golden  join us to discuss #poverty in the u.s., which affects 45m people.according to ."
29,"., executive editor , joins us to talk about the u.s. strategy to combat #isis. what should be the u.s.'s role?"
30,what's your reaction to attorney general #ericholder's resignation?pic.twitter.com/tu94fykeer
31,.'s national security #highereducation advisory board #msu #michiganstatepic.twitter.com/jrxhypfvlq
32,. #tuition & fees for 2014. #msu #michiganstatepic.twitter.com/vlfghygnop
33,. president lou anna simon speaks with us next from the  as part of our #b1g campus tour.pic.twitter.com/i4wwbtsklc
34,war powers resolution #isis #iraqpic.twitter.com/wrjsw1f1fb
35,2002 #iraq war resolution #isispic.twitter.com/l2034t5atk
36,.  &   discuss the legal debate surrounding pres. obama's strategy against #isis. your questions?
37,do you have confidence in the u.s. strategy against #isis?pic.twitter.com/czg7zatzco
38,"icymi: today's  visit w/ ,  dir. grady &  dir. rodgers  pic.twitter.com/j2kav29v2z"
39,. #tuition & fees for 2014. #northwesternpic.twitter.com/hbc02gnayl
40,. is on 's campus where we're speaking with president morton schapiro. #highereducationpic.twitter.com/0giwk9ylqf
41,"dr. griffin rodgers  director talks with us next about #diabetes, digestive & kidney health. tweet us your questions."
42,"now:  director patricia grady talks with us from bethesda, md about #nursing research.pic.twitter.com/plujjbzvcd"
43,video: dr. francis collins () on  efforts to combat #ebola in west africa  pic.twitter.com/nryhqvelmr
44,we're live at  speaking first with . what do you want to ask?pic.twitter.com/bx2x49cquv
45,"we'll be live from  in bethesda, md from 7:30-9:15am. your questions for , , & ?pic.twitter.com/finiupsjhb"
46,"as the  #b1g tour continues, we'll speak with  president . #purdue #boileruppic.twitter.com/gw9q7f4vaq"
47,. founder & president  discusses his new book #cityofrivals. what's causing partisanship?pic.twitter.com/cers2zqo9x
48,partner nations conducting #airstrikes against #isis in #syria.pic.twitter.com/xbdcsy2xeo
49,we're speaking with  foreign affairs correspondent  about pres. obama's #un security council meeting.pic.twitter.com/dm9jktktqw
50,what headlines are grabbing your attention today?pic.twitter.com/qyhc5pzyea
51,we'll be talking to  staff writer  about the $15b spent on #hospicecare in 2012.  
52,we'll be speaking with gen. hugh shelton (ret.) for. joint chiefs of staff chair on the strategy to combat #isis 
53,we'll be taking to  white house correspondent  about the homegrown #isis threat.
54,how big of a priority is #climatechange for you? what are your thoughts?
55, of  discusses the 2% drop in uninsured americans under health care law. your thoughts?
56, to study racial bias in law enforcement. we'll speak with eric tucker of the  . your thoughts?
57,america's kids in crisis via   … #bgcapic.twitter.com/7ntqvcunlk
58,". program, training & youth development services senior director damon williams talks about challenges facing america's youth."
59,"., former  associate budget director for #nationalsecurity joins us next to discuss the latest efforts to combat #isis"
60,.'s five-point economic plan via  …pic.twitter.com/tab9fyxbub
61,. senior research fellow  &  fellow rudolph penner talk with us next about the state of the #economy.
62,real median earnings and women's-to-men's earnings ratio: 1960 to 2013 via   pic.twitter.com/rvrl2hxvbq
63,real median household #income: 1967 to 2013 via   pic.twitter.com/bwmge8thk4
64,"are you still feeling the impact of the #recession? has your income grown, decreased, or remained flat?"
65,video: #congress recesses until after the midterm elections – we heard from you this morning  pic.twitter.com/m6omkdid1e
66,we're talking about  & 's #adaptact. what are your questions?pic.twitter.com/yezxpmoswm
67,. (r-ga) &  (d-tx) talk with us next about their bipartisan #adapt legislation intended to fight #superbugs.
68,"senate passes continuing resolution, 78-22: republicans no votespic.twitter.com/8gqqdmhgzk"
69,"senate passes continuing resolution, 78-22: democrats/independent no votespic.twitter.com/nybq9hwmwe"
70,"as this week ends, #congress wraps up until november after the #midterms. your thoughts?pic.twitter.com/h8ls7edklr"
71,#tbt september 18: sunday show hosts  in 1995 &  in 2002 appeared on the program #onthisdaypic.twitter.com/spc0s4kpc6
72,"tomorrow: a discussion w/  &  about their bipartisan legislation ""adapt"" which aims to fight superbugs"
73,fmr joint chiefs chairman gen. hugh shelton joins this monday @ 830am to discuss u.s. strategy to combat #isis. call/ tweet your questions!
74,. president michael mcrobbie joins us from the  as we continue our #b1g college tour.pic.twitter.com/ry1mgm4ase
75,clip: rep.  (r-ca): “we can defeat #isis without american boots on the ground”  pic.twitter.com/lnus1jbqfe
76, (r-ca) discusses his reaction pres. obama's speech yesterday and the threat posed by #isis in syria & iraq. your thoughts?
77,.  discusses the debate over funding syrian rebels and today's address by ukrainian pres. petro poroshenko.
78,now: house authorizes arming syrian rebels. what are your thoughts on this action?
79,tomorrow  & rep.  + our  #bigten tour continues with  presidentpic.twitter.com/d8lfbizvqk
80,"next: ilesanmi adesida, provost of  to discuss public policies that impact higher edu. and the role of the ."
81,now:  (d-il) will discuss strategies on #immigration issues. your thoughts?
82,now:  resident scholar  discusses pres. obama's plan to send troops to combat the #ebolaoutbreak.pic.twitter.com/xkayenrnag
83,"yesterday, the pentagon announced that u.s. ground troops may be needed to combat #isis. what's your reaction?pic.twitter.com/ujdzbzih5b"
84,. president  joins us from the  at  as we continue our #b1g campus tour.pic.twitter.com/rjl1tdbb21
85,next:  (r-ga) continues our conversation on the u.s. strategy against #isis. your thoughts?
86,now:  (d-vt) talks about u.s. strategy against #isis. your questions?
87,is an international coalition needed to combat #isis?pic.twitter.com/uxma5zfay1
88,c-span's #big10 tour continues tues a.m!  next up:  president  joins us on the  on campus  9:15a et!
89,.  talking about new new doc #theroosevelts.  check it out!   
90,. dean of the school of international service  joins us to discuss pres. obama's #isis strategy
91,next: we'll talk midterm election strategies with democratic strategist  & republican strategist 
92,#isis claims beheading of british citizen david haines. how should the u.s. & united kingdom respond?
93,anthony cordesman  discusses president obama's plan for defeating #isis in #iraq & #syria. how do you think #isil should be confronted?
94,"top five from 's annual ""50 richest members of #congress"" list.  pic.twitter.com/ilukxdjcwe"
95,does your congressperson represent you?pic.twitter.com/hp3m1c2sh0
96,icymi:   on the development of the #gop over the past century  pic.twitter.com/o29wasnj1p
97,icymi: lee hamilton on the threats of #isis & u.s. counterterrorism efforts pic.twitter.com/gmkdv5mk0c
98,. fall 2014 enrollment #hawkeyespic.twitter.com/ia0rgob0wd
99,. president sally mason joins us from the  as part of our #bigten college tour. #hawkeyes #b1gpic.twitter.com/kcppewjg8v
100,"lee hamilton, former u.s. representative (d-in) & former 9/11 commission vice chair, talks next about #isis & u.s. counterterrorism efforts."
101,"read: 's recent  column, ""how the #gop got this way""  "
102,. senior political analyst  joins us next from indianapolis on the development of the #gop over the past century.
103,do you support or oppose president obama's #isis strategy? why?pic.twitter.com/pdoqhnjvgv
104,we've got a fancy new website:  .  check it out!
105,. interim president  talks with us on the  as part of our #bigten college tourpic.twitter.com/mrucdxfw2a
106,now: what are your thoughts on #domesticviolence and the #nfl and  #rayrice issue?
107,"now: , fmr. assistant to sec. rumsfeld &  cen. for foreign & nat'l sec. policy dir., on u.s. military options against #isis"
108,what is your top issue for the #midtermelections?
109,icymi:   on public policy issues impacting #highereducation & #umn   #b1gpic.twitter.com/3ju3qfbuhe
110,now:  of the rothensberg political and  from the  on 2014 house and senate campaign.
111,"by 2020, an estimated 7 billion #smartphones, tablets, & pcs will be in use #icloud #cloudcomputingpic.twitter.com/kxme3z9tdj"
112,"james lewis,  strategic technologies program director, joins us to discuss personal data security & the internet. your questions?"
113,now:  staff writer reid wilson () on 2014 ballot initiatives & referenda. #election2014pic.twitter.com/3dwxy7q3yq
114,. chief economic correspondent  talks with us next about the august #jobsreport. your thoughts on the economy?
115,"should the #minimumwage be raised? we want your thoughts on the this topic for the first 45 minutes of today's show, join the conversation."
116,". is touring the , interviewing university presidents on  along the way. first: '  mon 8:15a et"
117,"from 7-10am et, we'll be having an open discussion on ""class in america."" join the conversation!pic.twitter.com/jsvch1l35q"
118,"tomorrow, we will devote the entire show to ""class in america"" with 3 hours of viewer phone calls. tune in @ 7 am et"
119,now:  from the #bloomberg government on the challenges and crisis nato face.
120,how should pres. obama respond to #isis and #russia?
121,"thursday,  will discuss #natosummitwales +  &  on their book ""what women really want."" tune in!"
122, we marked the 50th anniversary of the wilderness act on the program a few weeks ago!  …
123,"video: fmr. u.s. amb. to #nato : “we have no choice, but to get involved” #isis  pic.twitter.com/5yjykgszyj"
124,read article by nicholas burns on hostage situations here:  …
125,now: former u.s. ambassador &  professor  on #internationalaffairs. #isis #ukrainepic.twitter.com/lnjvlrfmin
126,"up next: , former under secretary of state for political affair and harvard professor on isis hostages."
127,up next: kara dansky from  will discuss excessive militarization of american police.  …
128,how should the u.s. respond to the second beheading by #isis of an american journalist?
129,"tune in wed. for discussions w/ 's kara dansky &  on police militarization, #isis, #syria & morepic.twitter.com/fmnsqlzepn"
130,#campaign2014: what races are you watching?
131,now: michael  of thomas b. fordham institute and  of the cato institute.
132,now:  executive director thomas gentzel talks about #education and the role of local school boards.pic.twitter.com/1vp2mekqus
133,what is the best way to improve #education in the u.s.?
134,"it's #laborday and we would like to know your view of the current job market. are you employed, unemployed or under employed?"
135,senior staff writer   joins us to discuss the u.s. response to #isis threat
136,"adam green, co-founder  joins us to discuss the #progressive agenda & #2014 midterm elections"
137,what role do you think the u.s. should play in solving world problems?
138,"we're discussing the ""state of the american worker"" w/   &  . your thoughts? #labordayweekend"
139,countries & corporate #tax rates via  #taxinversionpic.twitter.com/8ktktow9bs
140,now: martin sullivan  on companies relocating to other countries for tax savings. #taxinversionpic.twitter.com/23cqykaoir
141,. project on criminal justice director  talks with us next about the increasing militarization of #police forces.
142,should president obama take #executiveaction on #immigration?pic.twitter.com/9fxzyh5vjp
143,"""young adults cite #college costs as their top money problem"" via  #abtn  …pic.twitter.com/p8ubedcd4p"
144,tom snyder  & jennifer brown lerner  join us next for #abtn: challenges & opportunities for young adults. your thoughts?
145,"next: pollsters  &   continue our ""campaigning 101"" series with a look at the polling industry."
146,"., economics reporter , talks next about the state of the u.s. economy, #federalreserve policy, wages, jobs, & unemployment."
147,what are your thoughts on the foreign policy challenges facing the obama administration? #isis #ukraine #russiapic.twitter.com/hesyvz10zm
148,"next:  partner  & lake research partners pres.  on our campaigning 101 series with ""crisis"" management."
149,fmr. fbi special agent &  senior fellow clinton watts talks with us from nyc about military options the u.s. can take against #isis
150,tune in tomorrow for discussions with clint watts senior fellow  on #isis & political crisis management with  & 
151,now:  ceo  talks about voter targeting in political campaigns.pic.twitter.com/eaookfmap3
152,". business & economics correspondent  talks with us next about the $245,340 cost of raising a child born in 2013."
153,what do you think of the obama administration's new efforts to improve #veteransaffairs?pic.twitter.com/xmkgn1ps9m
154,now:  from the heritage foundation discusses the threat #isis poses to west and u.s homeland
155,now: president #obama considers #syria airstrike: does he need approval from #congress?
156,up next: military options against #isis?
157,up next:  or the chadderdon group &  of  will discuss campaign fundraising.
158,next: william yeomans  law & gov't fellow will discuss #ferguson & civil rights investigation.
159,"right now : panel discussion with , , and paul butler.... ..."
160,getting ready to wrap up saturday's wj.  join us again tomorrow at 7a etpic.twitter.com/guzquhtvbp
161,. renewable energy director chase huntley talks with us next about the 50th anniversary of the wilderness act. your questions?
162,. president  &  co-founder and president  talk with us about young voters and #millenials.
163,. pentagon reporter  joins us next to talk about possible military options for dealing with #isis.
164,what is your view of the media coverage of #ferguson?
165,". joins us to discuss his book, & why the u.s. may be better off without any more great presidentspic.twitter.com/gd7pxlpojh"
166,median household income peaked at least 15 yrs ago in 81% of us counties   via .twitter.com/l46f0wqk0x
167,next:  joins us to discuss his 6 part series for  examining what's gone wrong with the middle class
168,"2014: are you better off, worse off or the same?"
169,#wallstreet is expanding & the economy is worse off for it. do you agree?   via 
170,"tmrw:  on pres. obama's use of #executiveaction,  president on payday lending & future of #usps w/ "
171,boys 6-17 years old are more likely to participate in sports via    …pic.twitter.com/w6evi5v4db
172,child #poverty varies by family structure via   … #abtnpic.twitter.com/2dp0bmvtcs
173,lynda laughlin  & kristin moore  discuss children's well-being in the u.s. on #abtnpic.twitter.com/11ojmcgzsj
174,"michael toscano,  president & ceo, talks about the regulation & safety of #drones. your thoughts?pic.twitter.com/6lbnkvxrms"
175,"read: 's article, ""u.s. should make #northkorea pay for #sonyhack"" via   "
176,"., contributor , author, and expert on #northkorea talks with us about the #sonyhackpic.twitter.com/d2thcwkd66"
177,"read: 's article, ""a diplomatic triumph in #cuba comes with a challenge in #northkorea"" via   "
178,#northkorea has been suspected in the #sonyhack. should the u.s. respond?
179,watch wj friday 9;20am -- america by the numbers:  improving our children’s well-being. graphics link:  …  #abtn
180,u.s. medical device industry. have a question? ask  president & ceo mark leahey.pic.twitter.com/2wsqcllaai
181,"mark leahey, president & ceo , discusses the impact of the medical device tax in the #aca,pic.twitter.com/yj3fja4tnu"
182,do you agree or disagree with #sony's decision to pull #theinterview?
183,what do you think are the greatest national security & foreign policy challenges facing the obama administration?
184,"., ceo & editor  & author, ""national insecurity: american leadership in an age of fear""pic.twitter.com/t1pikowfmw"
185,former acting #cia director john mclaughlin talks with us about the #ciatorturereport & u.s.-#cuba relations.pic.twitter.com/wgd90wmux0
186,senate votes: 113th #congress compared to the 112th congress. more details here:  pic.twitter.com/hergahut5u
187,"""68% of cubans living in miami-dade county favor diplomatic relations with #cuba"" via   …pic.twitter.com/murtgh5u1t"
188,"read: 's article, ""first take: u.s.-#cuba relations move into 21st century"" via   "
189,"yesterday, president obama announced an effort to restore u.s. diplomatic relations with #cuba. agree or disagree?pic.twitter.com/iei7qbqlae"
190,"tmrw: john mclaughlin  on #torturereport,  on #foreignpolicy & u.s. #cuba relations +  ceo on #aca"
191,video:  president  on #jebbush & #hillaryclinton’s #education records  pic.twitter.com/lb0cpozinu
192,"david arons, chief public policy & advocacy officer , discusses brain tumors and brain #cancer in the u.s.pic.twitter.com/c3o3dgagqi"
193,"., contributor  & columnist , discusses #jebbush's possible 2016 white house runpic.twitter.com/igevt5jtn8"
194,". president  talks #teachers unions, early childhood #education, & #commoncore. your questions?pic.twitter.com/pi4wb1ndqt"
195,should jeb bush run for president in 2016? your thoughts?
196,tmrw:  on #unions & education policy + chief public policy & advocacy officer  on prevalence of brain tumors & cancer
197,max stier of  discusses the 2014 best places to work in the federal government.pic.twitter.com/xlysb62jxd
198,tune in as brothers  &  debate today's political issues.pic.twitter.com/hkzxwkr6h5
199,"brothers  &  from opposite sides of the political spectrum join to discuss their documentary, ""woodhouse divided"""
200,. of  on congress easing dodd-frank rule on wall street. what are your thoughts on this issue?pic.twitter.com/ogvlnezba5
201,isis terror threats: do they worry you?pic.twitter.com/gydubgtrzw
202,. correspondent  joins us tmrw to discuss the #cromnibus bill & it's impact on the #doddfrank rule & wall street
203,. &  join us tmrw to discuss their documentary #woodhousedivided & bipartisan politicspic.twitter.com/v0c90lqdxt
204,. discusses his investigative piece which looks at size & scope of u.s customs border patrolpic.twitter.com/gkdhwsbchw
205,. discusses impact of senate report on cia's eit's in relation to the pres. foreign relation policy agenda.pic.twitter.com/easuu56r0t
206,analysis of school shootings via   …pic.twitter.com/zy2aiekzbm
207,"""growing public support for gun rights"" via   pic.twitter.com/jy1zwhjjjz"
208,. executive director larry pratt talks next about a  poll showing growing support for #gunrights in america.
209,. talks with us about his #justice4all march being held today in washington. dcpic.twitter.com/sg0wttal5m
210,"read: ""from contribution limits to the sage grouse: what is in the spending bill?"" via  #cromnibus  "
211,what do you make of the lack of agreement on the $1.1t #cromnibus in the senate?
212,"larry pratt, executive director , joins us saturday to discuss a new  poll that found growing support for #gunrights"
213,". founder & president  joins us tomorrow morning to discuss the #justice4all march, race relations & more"
214,what do you think of the #cia's response to the senate's #torturereport?pic.twitter.com/wkazvjnovh
215,"next: former attorney general  on #torturereport & his book, “a conservative and compassionate approach to #immigrationreform”"
216,#pensions in the $1.1t #cromnibus. do these changes affect you?pic.twitter.com/nkrhsbvodn
217,"last night, the house passed the $1.1t spending bill, which will be taken up today by the senate. your thoughts?pic.twitter.com/fnykizgdsa"
218,"former attorney general  (2005-07) joins us tomorrow to discuss his recent book, #immigrationreform, senate #torturereport & more"
219,"tmrw: we'll breakdown the $1.1 trillion gov't spending bill w/  & karen friedman, executive vp & policy dir. "
220,video:  (d-tx) supports the $1.1t #cromnibus  pic.twitter.com/kk3fd2ahfo
221,"stephen ellis,  vice president, continues our discussion on the proposed #cromnibus. what are your questions about the bill?"
222,. (d-tx) talks with us about the $1t spending bill #cromnibuspic.twitter.com/n4mpujovw3
223,about $1.2b would be appropriated for #immigration in the proposed $1.01t #cromnibuspic.twitter.com/etyvj5oh9h
224,"with congress considering a $1t spending deal, we're asking do you support or oppose the #cromnibus?"
225,"., d-texas joins us tomorrow to discuss the $1.01 trillion spending bill & its impact on #immigration & homeland security"
226,pic.twitter.com/lxqujf7ngp
227,". on release of cia interrogation tactics, continued gov'n funding, xl pipeline, & pres. exec. orderpic.twitter.com/nouajb7c8n"
228,"john bradshaw, executive director of  gives reaction to intelligence torture reports released yesterday.pic.twitter.com/ektb5cavar"
229,. of  discusses the senate report on the cia's interrogation techniques.pic.twitter.com/njxujqvaky
230,what are your thoughts on the senate's #cia #torturereport?pic.twitter.com/ibpzeb2w39
231,"tune in tomorrow for a discussion w/  on #keystonexl, thursday's gov't funding deadline & recently released #torturereport"
232,tomorrow: we'll breakdown the senate intelligence committee's cia #torturereport w/  & john bradshaw 
233,read the entire 528 page senate report on the cia's detention & interrogation program  pic.twitter.com/up953fcpg3
234,video:  (d-nc): senate cia #torturereport “is going to embarrass this country”  pic.twitter.com/ww8elpgii3
235,. is discussing today's house oversight & government reform hearing on aca transparency & thursday's funding deadline.
236,. is discussing thursday's funding deadline to keep the government running.
237,should the senate release report on use of torture? tell us your thoughts!
238,"tmrw  &  on this thursday's funding deadline, the release of the cia's torture report + the house #aca hearing"
239,. discusses this week's legislative agenda and the funding deadline this thursday. call or tweet us!pic.twitter.com/gwj3ldvwse
240,guantanamo prison: tell us your thoughts on what should be done?
241,61 countries with over 40% of the world’s population label genetically engineered foods.  … #gmospic.twitter.com/fffi7ratoa
242,"., food & ag. technology reporter , talks about genetically modified organisms #gmos #gmodebatepic.twitter.com/oabkb2gipt"
243,"read: ""5 things to watch in the november #jobsreport"" via    pic.twitter.com/oogdmfh5g1"
244,"read: ""big job gains and rising pay in labor data"" via    pic.twitter.com/ufqfckr1aw"
245,. (r-oh) on november #jobsreport (321k jobs added; 5.8% #unemployment)  …pic.twitter.com/jszo7gmzkh
246,"read: ""promising jobs report suggests americans' earnings are rising again"" via   pic.twitter.com/pg7fypd82t"
247,. reports 321k jobs were added in november. has the #economy turned a corner?pic.twitter.com/txdimxz1te
248,"wj caller -who is a convicted felon-talking w/ ""locked down, locked out"" author  about the prison system  "
249,"wj caller who served in iraq asks the pres of  about ""rules of engagement"" for police officers  "
250,"chief ramsey  chair of wh task force on 21st century policing says #ericgarner case ""obviously troubling""  "
251,we're opening the phone lines & want to hear from you: do you trust law enforcement?
252,". discusses her book on the u.s. prison system which she says destroys families & makes us ""less safe""pic.twitter.com/opxcz00rvz"
253,philadelphia police chief & co-chair of the new wh policing task force charles ramsey talks law enforcement & reformpic.twitter.com/slkurchcvk
254,next:  president richard beary joins us to discus the white house's efforts to reform & restore trust in police departments
255,do you trust law enforcement? what is your experience with your local police department?
256,tomorrow: we'll discuss community trust in law enforcement w/  president richard beary & prison reform w/ 
257,video:  (r-wi): #justicesystem “works more often than not” #ericgarner  pic.twitter.com/pjhyzgpkb0
258,call or tweet  about your questions on the president's #immigration action.pic.twitter.com/2euriim4dz
259,. will join us next to discuss budget priorities in the next congress & banking issues ahead.
260,what are your thoughts on federal funding for the government? call or tweet  with your views.pic.twitter.com/6wte7atsbu
261,". will discuss deadline for fed. gov't funding, reaction to pres. action on immigration, & recent events in our justice system."
262,do you have faith in the justice system? why or why not?pic.twitter.com/kcpw3opmlk
263,"tune in tomorrow for discussions w/ , d-ny & , r-wi"
264,. #immigration as well as the efforts being made to stop racial profiling. tell us your thoughts.pic.twitter.com/sz3raasl8l
265,. discusses lawmakers facing funding and tax extender deadline. what are your thoughts?pic.twitter.com/n1q8lpmfvn
266,. (d-wa) talks with us about congress' funding deadline amid rising tensions over #immigration. your questions?
267,next: rep.  (r-ia) discusses pres. obama's #executiveorder on #immigration. how should republicans respond?
268,how can trust be rebuilt between the police & communities?
269,will congress extend expiring tax benefits? 's  joins us to discuss if this will happen by the end of the year
270,executive vp for policy   joins us to discuss progressives' agenda in the next congress
271,"., government relations senior vp  joins us to talk #blackfriday & decreased spending over the thanksgiving holiday"
272,do you support or oppose the commercial and/or recreational use of #drones?
273,colbert i. king of  discusses ferguson and race relations.pic.twitter.com/9itql4ow0k
274,is #immigration good or bad?
275,"read: ""#isis fighters crave snacks and gadgets of the west they disdain"" via    "
276,"kevin kuhlman,  public policy director, discusses what his organization would like to see from the gop-led #114thcongress."
277,what should motivate a candidate to run for president?
278,william yeomans of  is discussing ferguson decision & federal civil right investigations.pic.twitter.com/gliqo0bu8v
279,. &  discuss the economic impact of raising minimum wage on federal and state levels.pic.twitter.com/lq38xczycm
280,should the minimum wage be raised?
281,are you spending more or less this holiday season? tell us about your shopping experience this year!pic.twitter.com/cgjkk1yxp0
282,col elspeth cameron ritchie (ret.) discusses mental health issues & the military. your thoughts?pic.twitter.com/iynt2ubc8h
283,call tweet our guest  with your nsa related questions!pic.twitter.com/qgx3usdslj
284,. discusses how  collects and keeps phone data records.
285,"for more info on thanksgiving travel and safety, visit  pic.twitter.com/m9n2ihrsrx"
286,"next: david strickland, former administrator at nhtsa, discusses the number of americans expected to travel this thanksgiving"
287,. of share our strength explains 1 in 5 american children go hungry each day & the  campaign trying to change that.
288,ferguson decision & race relations in america: tell us your thoughts on the ferguson verdict.
289,"tomorrow: discussions on sec. #hagel's resignation w/ , hunger in the u.s. w/  & your reaction to #ferguson decsion"
290,we're opening the phone lines for the duration of the show. what public policy issue would you like to discuss? #iran #immigration #congress
291,"deadline for a deal over #iran's nuclear program approaches, we'll discuss the likelihood of an agreement w/ patrick clawson "
292,what's the future of the president's #immigration proposal in #congress? we'll discuss with   &  
293,should  run for president in 2016?
294,. president  & cindy schild  debate the #keystonepipeline and what's next for #keystonexl.pic.twitter.com/mccwdbxquh
295,has #illegalimmigration been increasing? via    #immigrationpic.twitter.com/e76ka7zegg
296,every president’s #executiveorders in one chart via     #immigrationpic.twitter.com/b0xchfmdvd
297,have a question on pres. obama's #executiveorder on #immigration? jeffrey passel  is answering them live.pic.twitter.com/jquzvms9bw
298,"map: ""unauthorized #immigrants as share of labor force, by state, 2012"" via   pic.twitter.com/gukreyvuww"
299,"read: ""why congress can impeach obama"" via  ://nyti.ms/1yd47sl "
300,"read: ""obama’s #immigration move highlights risks for #gop in 2016"" via    …"
301,how should congress respond on #immigration?pic.twitter.com/1gwbagrfik
302,watch: 's statement on president obama's #executiveaction on #immigration  pic.twitter.com/oknifbn5l0
303,interactive map: int'l migrant pop. by country of origin and destination via   …pic.twitter.com/a0rshmmsoh
304,portrait of america's #undocumentedimmigrants via    #immigrationpic.twitter.com/xmccejbj3x
305,national estimates of #executiveaction impacts via   …pic.twitter.com/ncohxfji6u
306,"read: 's article, ""first take: echoes of bush in obama's #immigration speech"" via   "
307,icymi: phone interview with   on pres. obama's #immigration #executiveorder  pic.twitter.com/pdlrd93o64
308,"""almost half of all undocumented #immigrants could gain protection"" via   pic.twitter.com/hka4lwgf8f"
309,president obama announced an #executiveorder to protect about 5m #illegalimmigrants from #deportation. your thoughts?pic.twitter.com/gpivhfbokj
310,tomorrow: we'll break down the president's immigration announcement with 's doris meissner & 's 
311,. staff correspondent  discusses #immigrationaction & the new house committee chairs for the #114thcongress.
312,"read: 's article, ""obama’s #immigration plan could shield four million"" via   "
313,"tonight, president obama will make an announcement on his planned #executiveaction on #immigration. your thoughts?pic.twitter.com/crycpgwo5l"
314,tomorrow: we'll talk to 's  about house committee chairs & fmr. deputy #nsa director col. cedric leighton (ret.)
315,video:  (r-wi) rules out self-financing his 2016 re-election bid  pic.twitter.com/b7wb80oktz
316,video:  (r-wi): “federal workers don’t have anything to fear from me at all”  pic.twitter.com/oahcxh0xpp
317,"read: 's article, ""team of bumblers?"" via    pic.twitter.com/drbaq5spx3"
318,". washington legislative dir.  on #usafreedomact of 2014, which the senate failed to advance yesterday.pic.twitter.com/vkxuxri9ca"
319,"yesterday, senate democrats blocked the #keystonepipeline 59-41. your thoughts? #keystonexlpic.twitter.com/jioynn4n46"
320,"tomorrow: discussions with , 's  & 's  on #keystonexl, #nsa & more"
321,"clip:  (r-nc) apologizes for #iraqwar vote: “we didn't have a winning strategy""  pic.twitter.com/xrixfmsgss"
322,now:  (r-nc) on pres. obama's $5.6b request to combat #isis. what do you think is the best strategy?pic.twitter.com/y2tazjdeer
323,do your congressional party leaders represent you?pic.twitter.com/kxucg4wcsx
324,mt : #onthisday 1998: representative-elect paul ryan () appeared on   pic.twitter.com/rxfqj9zs6m
325,tomorrow:  (d-az) &  (r-nc) will join us for discussions on congressional agenda & #isis tune in @ 7 am et
326,"we're opening the phone lines and taking your questions on public policy issues including #immigration, #climatechange & #keystonexl"
327,next:  project on criminal justice director  joins us to discuss civil asset forfeiture laws
328,former dept. of justice assistant chief (2004-13)  is here to discuss the u.s.-china #climate deal announced earlier this week.
329,who could be affected by an executive order on deportation relief?  #immigration  pic.twitter.com/ertceyqxys
330,should president obama move forward on immigration without congress?
331,"senior fellow  henry aaron's recent  op-ed, ""stop the anti-obamacare shenanigans""  "
332,".'s recent  op-ed, ""the myth of obamacare's affordability""  "
