,text
230,how the ongoing dispute over lake malawi has affected relations in east africa:  
231,"headlines from today's media roundup: taiwan support for hong kong democracy, u.s. airstrike on somali rebel leader.  "
232,"on iraq and ukraine, obama must stick to his preferred studiousness and caution and avoid emotional idealism.  "
233,. on how the international community can help jokowi realize his maritime vision for indonesia.  
234,. on why the u.s. must back up its call for a 'freeze' on provocations in the south china sea:  
235,"on wpr: backing up the u.s. 'freeze' in south china sea, jokowi's maritime vision, obama's choice.  "
236,"after the gold rush, our latest feature on illegal mining in peru, by .  "
237,nato must manage its partnerships carefully to keep them from becoming a source of confusion rather than strength.  
238,"on wpr: syrian rebels  , nato's partnership problem  , lake malawi  "
239,"undersupplied and divided, syria’s rebels are in a corner. but it’s too soon to give up on them, says .  "
240,"today's leading indicators: chilean stimulus, aquino survives impeachment move, france-uae spy satellite deal.  "
241,our latest feature:  reports from the ground on peru's attempt to crack down on illegal gold mining.  
242,.'s aditi lalbahadur on malawi and tanzania’s long and unresolved territorial dispute over lake malawi:  
243,how does al-shabab operate?  dives deep in our latest feature:  
244,"opinions from today's media roundup: to beat isis, focus on syria; contagious democracy; can putin's popularity last?  "
245,"headlines from today's media roundup: obama to reassure baltics, hamas popularity surge, stricter cuba travel rules.  "
246,"nato's real challenge? managing partnerships, not enlargement.  "
247,".: syria's rebel are still fighting back, and the strength of their enemies may be exaggerated.  "
248,"on wpr: syria's rebels, down, but not out; nato's real challenge.  "
249,why the nagorno-karabakh conflict endures:  
250,"china’s post-1980s generation, between the nation and the world.  "
251,"politics still has a place in chinese youth culture, but not in the way it was before tiananmen.  "
252,china's post-mao generation is still a political wild card:  
253,what's next for the ukraine crisis:  
254,our global insider interview series explains everything from free trade disputes to india's maoist insurgency.  
255,"more than any other actor in the two-decade-old somali conflict, al-shabab has demonstrated its ability to adapt.  "
256,sign up for our free weekly email and get a free copy of our feature on china's post-mao generation.  
257,what latin america can learn from the shale gas revolution in the united states:  
258,judah grunstein on why instinctive allegiances to old identities—nationalist and ethno-sectarian—are back in france:  
259,"to confront isis, saudi arabia must do more than stem the flow of oil money:   "
260,"hungary's orban is a challenge to the eu’s core values,  writes, but how will the union deal with him?  "
261,wpr's maria savel on how the eu is trying to overcome its north-south and east-west divides:  
262,"during this week's publishing break, explore our archives and catch up on in-depth content that you may have missed.  "
263,"with an eye on russia, poland is reshaping its military plans.  "
264,from obama's choices to iran's influence: our special report on syria's spillover and iraq's nightmare.  
265,divisions between rebel groups in mali run in all directions. what that means for the latest round of peace talks:  
266,our strategic posture review examines israel’s calculations ahead of this summer's war with hamas.  
267,sign up for our free weekly email and get a free copy of our feature on china's post-mao generation.  
268,"nikolas gvosdev: the damage has been done to russia-west ties, and it may be permanent.  "
269,".: the international system is stumbling, but it still does enough good to be worth fighting for.  "
270,. explains the national security stakes of the 2016 election.  
271,richard weitz on why china has been a 'free rider.'  
272,catch up with last week's columns:  on brazil's two-woman presidential race. 
273,"ahead of october elections, can mozambique's peace accord hold?  "
274,"even if the minsk talks find an off-ramp, the ukraine crisis will continue to reverberate for years to come.  "
275,why deep-rooted tensions between iranian reformists and conservatives are coming back to the surface:  
276,.: nagorno-karabakh conflict has become a weapon for both armenia and azerbaijan to securitize politics.  
277,"with his electoral win upheld, jokowi has plenty of challenges ahead:   "
278,. on what the rise of isis means for the future of extremism in the islamic world.  
279,wpr is taking its annual end-of-august hiatus this week. explore our archives and sign up for a free trial today:  
280,"our special report, a year of conflict and crisis for africa, draws on our coverage since the start of 2014:  "
281,uganda’s longtime strongman faces a new rival: his restless soldiers.  
282,timothy josling explains the eu-canada free trade agreement and the costs and benefits of investor protections.  
283,sign up for our free weekly email and get a free copy of our feature on china's post-mao generation.  
284,"gvosdev: despite prospects of tomorrow's minsk summit, the damage has been done to russia-west relations.  "
285,"no group has emerged stronger from challenges and setbacks in somalia than al-shabab, reports .  "
286,our late august publishing hiatus:  
287,"get all the wpr articles you missed this week at  . to get them in your inbox, sign up at  ."
288,how modi rebooted india's foreign policy:  
289,what's the matter with hungary?  
290,the benefits of pena nieto's vaunted energy reforms can still reach mexico’s renewable sector—if he acts.  
291,what's behind the backlash in iran to rouhani's apparent criticism of the revolutionary guard:  
292,"get all the wpr articles you missed this week at  . to get them in your inbox, sign up at  "
293,on wpr: iran tensions   lone wolf terrorism   abadi vs. maliki  
294,"after a promising start, iraq’s abadi must still confront maliki—and iran's ""shadow state.""  "
295,"off the radar stories in media roundup: imf withholds cyprus bailout money, thailand-china train investment pact.  "
296,the revolutionary guard’s economic activities in iran are likely to grow whether rouhani likes it or not.  
297,"“bizarre things are going on here,” says one long-time observer of hungary.  "
298,“the problem in egypt now is not the regimes. it is the people. we have to convince them.”  
299,"today's media roundup: us approves sale of warships to taiwan, indonesia wants to aid us against isis, ruble revenge.  "
300,relations between rouhani and iran's powerful revolutionary guard enter a new and tense phase.  
301,the strategic significance of lone wolf terrorism is determined less by terrorists than by how nations respond.  
302,"on wpr: nader habibi on tensions between rouhani and iran's revolutionary guard,  on lone wolf terrorism.  "
303,on wpr: mexico's green energy   modi's foreign policy   kashmir elections  
304,"off the radar stories in media roundup: colombia rebuffs farc truce, nigeria cuts budget with oil slump, dutch crisis  "
305,"is viktor orban's ""illiberal democracy"" in hungary a threat to europe?  takes a closer look. "
306,the bjp is devoting significant energy in local elections to show it can establish a presence in kashmir.  
307,weighing the costs and benefits of sweden and finland joining nato:  
308,"today's media roundup: farc's unilateral cease-fire, pakistan bail for mumbai siege suspect, yemen's new cabinet.  "
309,"in his short time in office, modi has revolutionized india’s foreign relations, writes  .  "
310,".: for all the focus on mexico’s oil and gas, pena nieto's energy reforms have missed renewable energy.  "
311,on wpr:  on reviving renewable energy in mexico;  on modi's revolutionary foreign policy.  
312,"for castro, better relations with the u.s. means one less problem in pulling the cuban economy into the 21st century.  "
313,"last spring, cuba bet on a new foreign investment law--and that the u.s. embargo would disappear:  "
314,on wpr: if finland and sweden joined nato   energy fallout   mauritius  
315,the opposition victory in mauritius was a sign of popular fatigue with the ruling labour party.  
316,how not to build a warplane:  pic.twitter.com/kafpoyc51u
317,"off the radar stories in media roundup: eu to tighten russia sanctions, germany approves iraq training mission.  "
318,today's media roundup: eu court takes hamas off terrorist list; uruguay says ex-gitmo prisoners not terrorists.  
319,background on cuba: import rules   civil-military ties   foreign investment  
320,"wpr's maria savel on the groundswell of eu support to recognize palestine, with  and   "
321,why young people are still the arab world’s best hope:  
322,how washington can take advantage of the fall in global energy prices:  
323,nato has more to gain than to lose by bringing sweden and finland into the alliance.  
324,on wpr:  weighs costs and benefits of nato expanding north; gvosdev on taking advantage of energy slump.  
325,"could grace mugabe, also known as ""gucci grace,"" succeed her husband in zimbabwe?  "
326,on wpr: mugabe succession battle   india-russia ties   palestine & the eu  
327,what happened to the youth movements that overthrew mubarak in egypt?  explores in our latest feature.  
328,"off the radar stories in media roundup: u.s., mexico, canada energy ties; qatar, vietnam boost trade; new silk road.  "
329,how the convergence of crises from ukraine to car in 2014 could reshape international crisis management:  
330,"today's media roundup: 2 syria military bases fall to rebels, europe’s anti-austerity duo, costs of nicaragua canal.  "
331,"putin got his gamble in ukraine wrong, and now russia's economy is collapsing.  "
332,what's behind putin's courtship of modi:  
333,"in zimbabwe, factions are now making their moves to secure the post-mugabe succession.  "
334,"on wpr: mugabe succession battle begins in zimbabwe, modi's latest suitor: putin.  "
335,"a hugely ambitious monopoly with too much money, too much time and no discipline is no way to make a warplane.  "
336,"on wpr: cia breaks oversight rules, again   crisis management   f-35  "
337,"canada was not always keen on china as a partner, but alberta's oil sands changed the equation, writes .  "
338,off the radar stories in media roundup: first made-in-india nuclear sub set for sea trials; costa rica labor reform.  
339,david axe () of  on the costly f-35—or how not to build a warplane:  
340,the cia has continually tried to get around the oversight rules established after the church committee. 
341,"today's media roundup: denmark claims part of north pole, haitian pm quits, mugabe appoints 10 new ministers.  "
342,"three trends are raising the risk of a fragmentation of international crisis management, writes .  "
343,"as the torture report reveals yet again, the cia has gamed the oversight system, writes loch johnson.  "
344,"on wpr: loch johnson on the torture report and accountability,  on changes coming to crisis management.  "
345,how u.s. airstrikes have played into the islamic state's recruitment strategy:  
346,putin first built his presidency on suppressing separatists in chechnya. he may be forced to confront them again.  
347,china’s marshall plan: all silk roads lead to beijing?  
348,"get all the wpr articles you missed this week at  . to get them in your inbox, sign up at  "
349,on wpr: syria blowback   obama's lack of strategic vision   chechnya  
350,"the latest violence in chechnya shows the failure of putin's pacification strategy there, writes wpr's .  "
351,off the radar stories in media roundup: brazil charges 35 in petrobras scandal; south sudan-israel strategic ties.  
352,"populism, while not a doctrine, is a coherent proposition. on the populist threat to liberal democracy:  "
353,how will investors respond to the latest allegations of influence-peddling in mexico's government?  
354,how oil sands have transformed canada’s foreign policy and climate change agenda:  
355,"today's media roundup: more influence-peddling allegations in 's government, tunisian democracy, ""bibi fatigue.""  "
356,.: problem is not that the world is disorderly but that u.s. has lost its roadmap through the disorder.  
357,"though lethal, u.s. airstrikes have also played into the islamic state's recruitment strategy.  reports:  "
358,"on wpr:  on u.s. airstrikes driving islamic state recruitment, : u.s. needs strategic vision.  "
359,on wpr: putin’s gamble   latin america rifts   closing ranks in the gcc  
360,"the gcc joins forces not for a “gulf-version of nato” but to consolidate power at home, writes .  "
361,"the regional impact of taiwan's local elections, which the ruling party lost:  "
362,"off the radar stories in media roundup: more colombian generals sacked over embezzlement, india-russia nuclear deal.  "
363,"“there was a debate within government, and the environmental side lost.”  reports on canadian energy.  "
364,"today's media roundup: unprecedented russian activity in baltic sea, qatar still allowing money to flow to isis?  "
365,"ibero-american summit once again reveals a latin america riven by profound ideological divides, writes .  "
366,.: putin gambled that the political benefits in ukraine would outweigh the economic costs—and lost.  
367,"on wpr:  on the real cost of putin’s ukraine gamble,  on latin america's ideological rifts  "
368,"no one can envisage a situation a year from now in which the u.s. will have “won” in ukraine, syria and iraq.  "
369,on wpr: peru climate talks   selective u.s.-russia partnerships   taiwan  
370,"last month, taiwan’s ruling party lost local elections. why that was a clear setback for china:  "
371,"off the radar stories in media roundup: kosovo's new government, south korea-vietnam fta, turkey-georgia ties.  "
372,argentina just broke up another drug ring. how it became the newest drug trafficking hub:  
373,"harper has staked canada’s future on high energy prices, but the market may have other plans.  pic.twitter.com/qdqvcfkauq"
374,background on the lux leaks scandal that is forcing the eu to step up the fight against tax avoidance:  
375,"today's media roundup: hagel to iraqis: u.s. firepower not the answer, ransom dilemma, myth of the russian oligarchs.  "
376,"a recent study found that the past three years of drought in california were its most severe in at least 1,200 years.  "
377,why the u.s. has had little success implementing its version of selective partnership with russia:  
378,on wpr:  in lima on the cautious optimism of un climate talks; the limits of selective us-russia partnership.  
379,south korea is increasingly worried about the lack of clarity surrounding america’s strategy and tactics in asia.  
380,on wpr: china's marshall plan   doubting u.s. priorities in asia   guyana  
