,text
149,"live now: a conversation with louise mushikiwabo, minister of for. affairs and cooperation of the republic of rwanda "
150,"iran’s javad zarif on the fraying nuclear deal, u.s. relations, and holocaust cartoons   "
151,"with term waning, barack obama aims to stabilize relations in middle east   pic.twitter.com/snhgkvq7ab"
152,live now: a conversation with author robert worth on his book a rage for order  pic.twitter.com/xy82vmvtgh
153,"high praise for 'magisterial' ""jimmy carter in africa""  pic.twitter.com/q1swib8fua"
154,from climate challenge to climate hope: embracing new opportunities this #earthday   
155,live now: a conversation with ambassador natalia gherman on a stronger un for a peaceful world 
156,the taliban attack in kabul and #afghanistan’s devolution   pic.twitter.com/tv9yedehvq
157,"u.s. and saudi arabia, trapped in a bad marriage   pic.twitter.com/0yxmrmzgel"
158,live now: blasphemy: the untold story of pakistan’s law  
159,does the middle east need new borders? the legacy of sykes-picot at 100   pic.twitter.com/1ola3hyeir
160,live now: the value of values: reconsidering the role of human rights in u.s.-china relations  
161,can citizen science help small communities combat big fishing fleets? #fishackathon  pic.twitter.com/qbbqp5whyz
162,how russian blue jeans created a diplomatic incident in mongolia   pic.twitter.com/ohpiewygcc
163,"author nancy mitchell rewrites the narrative on the carter years, insisting he was 'a cold warrior from day one.' "
164,can the u.s. and russia avoid an arctic arms race?  pic.twitter.com/k4f2nkccme
165,russia and the u.s. can ill afford the resource drain of a military arms race in the arctic  pic.twitter.com/yahzvfsle5
166,new from : hard work vs. magic in #russia's economy  pic.twitter.com/7pb6ctgukn
167,'jimmy carter in africa' profiles a carter most americans never knew  pic.twitter.com/wm1wmwjeph
168,live now: ground truth briefing teleconference on the aftermath of the impeachment vote in brazil  
169,joby warrick worked on his book while a public policy scholar ://twitter.com/pulitzerprize/status/722140646912434178 …
170,live now: beyond migration: the refugee crisis in europe and the challenges of immigrant integration  
171,live now: latin american economic outlook for 2016 
172,"if members don't set groundwork for smart decisions, others will define future of privacy, security, civil liberties  "
173,"love us as we are: khrushchev’s 1956 charm offensive in the u.k, sixty years hence  pic.twitter.com/afolh0jmki"
174,the al rai fiasco is more than just a battleground defeat against the jihadists   
175,mission impossible? triangulating u.s.-turkish relations with syria’s kurds   pic.twitter.com/ucvheqgg9x
176,video: belgium ambassador johan verbeke on european security after #brusselsattacks  pic.twitter.com/8vnboo85px
177,the question of #encryption is too central to this country’s future to answer without a real dialogue.  
178,live now: combating banking secrecy through financial transparency in panama 
179,how many people take the metro?    pic.twitter.com/umyjlbdoid
180,collaboration gives federal government #citizenscience and crowdsourcing a new home on the web  
181,live now: from isis to declining oil prices: qubad talabani on the kurdistan regional government’s challenges 
182,"if the global economy becomes less oil intensive, vulnerability to supply dislocations and price shocks will fade  "
183,live now: perspectives on the may 2016 london anti-corruption summit  
184,a post-oil world: not all doom and gloom   
185,what happens when demand for oil peaks?  pic.twitter.com/htbknsuaqs
186,will brazil’s dilma rousseff be impeached?   pic.twitter.com/llvwoawdeb
187,liven now: how zika is shaping the sexual and reproductive health and rights agenda  pic.twitter.com/auqlpotqfg
188,the us & its allies against the islamic state face a major choice in its next target ://j.mp/1qjqnsd 
189,"not surprisingly, iran has seen advantages to using the sunni-shiite rift to damage u.s. credibility "
190,us policy in iraq/syria contributed to the historic sunni-shiite divide & damaged u.s. credibility pre-nuclear deal  
191,innovation ecosystems: rhiju das on how to use video games to create better medicines  pic.twitter.com/enreyubn1s
192,how #iran and the nuclear deal stoke negative perceptions of the u.s.   pic.twitter.com/fz2rp4qpt6
193,innovation ecosystems: matthew markus on using synthetic biology to stop rhino poaching  pic.twitter.com/dv4uoiyxj1
194,today’s #pakistan presents a paradox of soaring progress and serious problems. lahore exemplifies this paradox.  
195,pakistan seems unable or unwilling to confront the extremist ideologies that drive militancy.  
196,"so is pakistan making progress? yes. however encouraging though, progress is also precarious.   "
197,the pigeon boy and other forgotten fugitives from isis   pic.twitter.com/ylfzqc8ltr
198,live now: a conversation on looting and trafficking of antiquities in the middle east 
199,for the russian public the #panamapapers only prove the obvious: it is simply not safe to keep funds in russia  
200,the mosul dam: turning a potential disaster into a win-win solution  pic.twitter.com/a52pga7xou
201,"russia is used to seeing elites park their spoils abroad; it’s viewed an act of prudence, not a crime #panamapapers  "
202,the so-called #panama papers are unlikely to make a huge difference in today’s #russia.  pic.twitter.com/ifvfwqj48a
203,"in north korea, there is more to worry about than the regime’s threats to use weapons.  "
204,"north korea, nuclear safety, and lessons from the iran deal  pic.twitter.com/48usrlykoo"
205,live now: a conversation with former #israeli ambassador to the u.s. itamar rabinovich  
206,live now: a conversation with #mexico's secretary of economy ildefonso guajardo pic.twitter.com/6qd8qkfhvl
207,"stopping #north korea from nuclear weaponization requires a strong trilateral alliance between the us, rok and japan  "
208,"russia is sobering up to the economic reality, but not to the political one.  "
209,by the end of 2016 #russia will have had more than 2 years of continuous income decrease.  pic.twitter.com/uuws0xupyn
210,trilateral security can check #north korea nuclearization  
211,"for the sake of both #cybersecurity and intelligence, the fbi should share the flaw it says it has found #applefbi "
212,fbi needs to offer apple an olive branch   pic.twitter.com/jlflfvhoys
213,should we fear diy biologists' use of cutting-edge gene-editing technology?  
214,the impact of violence on mexico’s economy   
215,"#russia is waking up to the economic reality, not to the political one   pic.twitter.com/euu5gckybv"
216,recent security breaches of health care providers and govts point toward a larger problem for the biotech sector  
217,how our unhealthy cybersecurity infrastructure is hurting biotechnology   pic.twitter.com/wmaampoxiy
218,pakistan’s leadership must now confront a conundrum that it has long sought to sweep under the carpet  
219,terror in lahore: pakistan’s toughest test   pic.twitter.com/ts5j9u9aty
220,when will the west care about terrorism in pakistan?   pic.twitter.com/6nl3yci8of
221,live now--the nuclear summit and beyond: progress or regress?  pic.twitter.com/8wmglnnnu1
222,"india is set to lead the international solar alliance, but its task is not without challenges. "
223,"for their part, the saudis have signaled they are giving up their quest for a clear military victory.  "
224,the fact the houthis sent their top negotiator is perhaps the strongest evidence they are suing for peace. 
225,the country could easily end up re-divided into north and south yemen as it was from 1967 to 1990   
226,the houthis have sent clear signals they are ready for a political settlement; the saudis are clearly ready too  
227,"a year after saudi-led coalition began a military campaign against houthi rebels over yemen, the war is winding down  "
228,upcoming event tues. march 29: the nuclear summit and beyond: progress or regress?  
229,what the #brusselsattacks highlight in the long war against #isis  pic.twitter.com/tj9qjogwmc
230,better security equipment & expertise in airports can only achieve so much. we need better intelligence.  
231,"islamic state's most important weapon isn't the suicide vest, it's the man or woman on the inside  "
232,fellow  on the historic election of myanmar's first civilian president in decades  pic.twitter.com/2pwbno48xn
233,here are 3 conclusions from the #brusselsattacks from   pic.twitter.com/cgzjvkgti2
234,"80% of the problem lies in a broken, angry, disfunctional middle east   pic.twitter.com/9ob1dmw1dt"
235,there are more profound reasons for obama's trip to #cuba that go beyond symbolism.  pic.twitter.com/hvsak3jt6i
236,the trip seeks to accomplish 3 significant things to guarantee the longevity and success of policy change twd #cuba  
237,why is president obama going to cuba now?  
238,governor of colorado describes a new national cyber intelligence center that provides training and incident response  
239,the trip is an opportunity to accelerate the u.s.-cuba agenda before it becomes mired in a presidential transition  
240,after 55 years of isolation and hostility bureaucratic structures and practices must be reinvented in #cuba  
241,obama's trip will attempt to accelerate the changes on the island his policy reforms were supposed to set in motion  
242,live now: the governor of colorado on countering cyber threats while driving innovation & creating jobs  
243,"keeping bashar al-assad in place was not #russia’s main aim, but preventing a collapse of the syrian regime was  "
244,critics have challenged the farc’s legitimacy as an interlocutor capable of reaching binding agreements.  
245,"after 4 years of negotiations, peace accord with #colombia’s largest guerrilla army will be a momentous achievement  "
246,"to work on a project, researchers needed multiple degrees, gov't grants, sufficient equipment, & lots of assistants  "
247,"the perfect reflection of an innovative, crowdsourcing service that fosters collaboration and sustainability.  "
248,innovation ecosystems: benjamin kline on the reproducibility and accessibility of science  pic.twitter.com/rdc8oxxng9
249,it was perhaps the largest rally against corruption ever organized anywhere in the world.  
250,the troika gathered at a table surrounded by the insignia of #russia and made their pronouncements reluctantly  
251,the streets erupted again after moro released tapes of telephone conversations between rousseff and her predecessor  
252,"moscow did accomplish a mission in #syria, but it was not, of course, the one publicly proclaimed.  "
253,"#russia probably wants to exit syria and even ukraine, but it also wants to be treated as a winner.  "
254,today at 10:30 am come to the wilson center for a lively event: the end of karma: hope and fury among #india’s young 
255,the u.s. house of rep. passed legislation classifying the islamic state's violence against minorities as genocide  
256,live now: a conversation with south american chiefs of mission  
257,"for india, a closer relationship with the u.s., japan, and australia can help secure its energy supplies  "
258,excerpts from commander of u.s. central command on defeating #isis  pic.twitter.com/fsrkhniuyl
259,military success against #isis will be lasting only if political progress is achieved in both #iraq and #syria.  
260,obama is leaning toward a short-term accommodation with assad to extract himself from a deeper entanglement.  
261,the assads have seen to it that they always win for the past 45 years.  
262,no republican or democratic president has ever had the stomach for a battle with syria.   
263,another round of negotiations between the assad regime and an array of dispirited rebel groups starts today.  
264,"live now: a conversation with h.e. moshe ya’alon, #israel's minister of defense  "
265,libya's islamists span the ideological spectrum-from moderates who embrace democracy to militants linked to al qaeda 
266,nearly 9 million u.s. jobs depend on trade and investment with canada.  
267,what does a canada-u.s. economic opportunity agenda look like?  pic.twitter.com/cgtcmdd7js
268,"with the upsurge in crowdfunding, experts and non-experts alike are able to make meaningful contributions to science  "
269,gone are the days in which you had to earn multiple degrees to make an impact in the scientific world.  
270,moscow undermines sovereignty in one part of the world and proclaims sovereignty sacred in another.  
271,"in ukraine, moscow finds it too challenging to budge from its position and seek compromise.  "
272,russia’s stake in the middle eastern conflict is far smaller than its stake in ukraine.  pic.twitter.com/efipgdbdna
273,u.s. and canada: the world's most successful bilateral relationship  pic.twitter.com/rpn2deyife
274,what do mississippi and maine have in common? they both rely on canada as their largest customer.  
275,live video — a conversation with kazakhstan’s secretary of state: 
276,some doctors estimate that a #zika  vaccine or treatment is 3–10 years away:  pic.twitter.com/4e4ugendyo
277,"powers great and small must contend with kurds’ demands as never before, says henri barkey:  "
278,an update on kenya’s dwindling lake turkana as ethiopian dam begins operation  pic.twitter.com/0rqkx2l5wn
279,"kofman: some in the russian leadership see the war in #syria as an opportunity, not a quagmire:  "
280,can genetic engineering stop the #zika virus?  pic.twitter.com/qsrukmvdsq
281,"as concerns over zika grow, health officials are considering a combination of traditional and experimental measures:  "
282,great read from  → from stalemate to checkmate: what the siege of aleppo means for turkey  
283,kurds have never been as influential in the middle east as they are today  
284,“the russian government really has no good economic options other than hope”  
285,"many slum dwellers in mumbai are not the official poor but are well-educated, middle-class people.  "
286,5 years have elapsed since the beginning of the arab uprisings. what did arab women gain?  
287,"five years after the arab spring, what's next for women in the mena region?   #iwd2016"
288,william milam: restructured #eu is necessary to peace and prosperity of europe   #brexit
289,ildus ilishev:#oic only political platform that can bring all muslim leaders together for dialogue   
290,meg lundsager: governments & world leaders must step up & reassume responsibility for strengthening their #economics 
291,ildus ilishev: #iran #saudi arabia conflict and its impact on #oic   
292,william milam: #brexit and the politics of fear    #ukreferendum
293, & : how to keep the #bangladesh powder keg from exploding    
294,: deepening polarization across large swaths of society is highly troubling   #bangladesh
295,: #bangladesh government must scale down draconian policies toward political opposition  
296,live now: the evolving role of brazil’s supreme court with minister josé antonio dias toffoli ://j.mp/29htz8w 
297,meg lundsager: central banks expected to maintain stability when instability caused by events  beyond their control  
298,"walter reich: watching #brexit, hearing yeats   "
299,meg lundsager:#brexit shows central banks can’t go it alone–governments have to step up   
300,"jane harman:#partisanship as big a threat as #terrorism, hobbles ability to prevent & respond to attacks  …"
301,"ishrat husain: in constrained global environment,choices for #pakistan economy have become much tougher   #brexit"
302,jane harman:fixing #congress & fixing relationship between the #president & #congress are our most urgent business  @…
303,ishrat husain: coping with an uncertain future     #brexit #pakistan
304,"jane harman interviews  on #brexit, international security, & greece at the aspen ideas festival   "
305,:europe a resilient construction & territory which is unfinished & needs to be completed    #brexit
306,jane harman: #brexit demands a disruptive response    
307,: fragmentation and the changing face of latam organized crime    
308,": #istanbul attack different than what we have in us, which is kind of lone-wolf attacks   "
309,":despite image of spread of organized crime into more countries,most criminal groups local  …"
310,"ishrat husain:uk decision to exit eu not isolated event, part of trend against globalisation/integration in the west "
311,": n. american ties are vital for us security, energy future, & prosperity   #nals2016 "
312,ildus ilishev:geo-political calculations rather than religious concerns have shaped #saudi arabia foreign policy  
313,":if national politics trump supranational agendas everywhere,#russia is in trouble   "
314,"maxim trudolyubov: we are right, you are wrong: russia’s response to #brexit    "
315,": during 21st century, fragmentation of criminal organizations has intensified    "
316,jane harman:leaders need to capture excitement about globalization & get population engaged in government   #brexit
317,: integration of n. america has grown continental economy and enabled it to compete in global markets  
318,: #istanbul attack has all the earmarks of #isis     
319,: no precedent for withdrawal from eu. no real history of how these things happen.   #brexit 
320,:#isis using the tension between us & turkey about the use of syrian kurds in fighting isis  ……
321,"jane harman:we have strong relations with eu, but us can be partner for all of europe,binding western world together  "
322, & gary hufbauer: north america must compete globally     #nals2016
323,":uk-eu divorce should not be a shock, uk has been seeking further separation for many decades   #brexit"
324,":regardless of market/political fallout, it is uk not eu leaders that will trigger article 50   #brexit"
325,afghan refugees fleeing to europe because of unpleasant treatment in iran & pakistan    
326,island mentality runs contrary to the reality of more integrated globalized world   #brexit  
327,"live now: expanding the tpp?: prospects for south korea, taiwan, and asean  pic.twitter.com/wyw4ywr4e1"
328,"since “three amigos” summit, us political debate has turned critical of continental cooperation   "
329,"like structural flaws that caused fall of edgar allen poe’s house of usher,eu flaws could bring similar fate   #brexit"
330,"kent hughes:from marshall plan to formation of eu,us has supported politically & economically unified europe   #brexit"
331,"kent hughes: ""europe must be able to develop the fiscal, financial and even foreign policy tools it needs.”   #brexit"
332,":#nals2016 should approve agenda of economic growth, security, environment & international cooperation  "
333,"40,000 afghans have arrived in europe by sea in 2016, above any country except syria    "
334,: north america's big agenda    #nals2016
335,ground truth briefing | after #brexit: a new world order?    
336,shihoko goto: the continental unease of britain and japan    
337,uk and europe divide is not unlike the sense of separation japan has with the rest of asia   #brexit 
338,the other major refugee crisis: 3 million afghans    pic.twitter.com/kmkxykbx89
339, basombrio: #ppk must build strong cabinet and identify priority issues that enjoy consensus   
340,what next for the #europeanunion after the british vote to leave?pic.twitter.com/hpxcltac0g
341,european leaders will gather june 28 - 29 to discuss a way forward. here's what they should focus on.  
342,the eu crisis that follows #brexit  pic.twitter.com/f2lemxulwy
343,: #ppk must consolidate popularity and make a real commitment to reforms   
344,"as ""no to keiko"" fades, will #ppk be able to maintain support for his new agenda?    "
345,it is not unfair to ask if britain has not been “leaving” europe in slow motion all along.   
346,this unhappy couple has been drifting apart for decades.   
347,fighting corruption in mexico    pic.twitter.com/odhd8uzylj
348,global fellow  discusses #ppk and his recent win in the peruvian elections ://j.mp/28nobvw 
349,live now: book launch | the problem of power: mexico requires a new system of government   
350,"brexit and the long, slow eu-uk divorce   pic.twitter.com/lrxqq4p8nu"
351,live now: a good diagnosis for #afghanistan: strengthening afghanistan’s health sector  pic.twitter.com/qzzoaxi5vt
352,#fiscalship pleased to be invited to  for  this summer 
353,#fiscalship allows players to understand the tax and spending policies that make up federal budget   
354,"live now: the gulf, iran, and future oil geopolitics "
355,live now: #humanrights and the environment: how do we do better?  
356,can you lower debt while achieving your policy goals? try stabilizing the #fiscalship   
357,live now: hope for sustainable development: development results from integration in east africa  
358,teleconference at 11 am: #brexit vote looms: what will it mean for the eu and the u.s.?  pic.twitter.com/kzyzeiiaof
359,brookings-wilson center’s #fiscal ship awarded gold in international competition   
360,the right to bear arms goes back to earliest days of the u.s. but so too does the power to regulate it.  
361,"""like most rights, the right secured by the second amendment is not unlimited,"" justice scalia wrote.  "
362,what happened when the united states hoped to build an urban idyll in colombia?  pic.twitter.com/mk0203ht8p
363,learning to say goodbye to my father: the ritual of letting go   pic.twitter.com/w4uvu5j4qu
364,is it possible that both sides in the gun control debate are only half correct?  pic.twitter.com/2eihayodzg
365,"play ""the fiscal ship"" and make your own plan to keep u.s. debt from rising  pic.twitter.com/pcopsekeru"
366,can europe innovate a way out of its “lost decade”?   pic.twitter.com/z8ttquijmg
367,are both sides in #gundebate half right?  pic.twitter.com/y65fcqfzut
368,live now: climate policy and climate ethics: a debate on justice and our global future 
369,"live now: third annual ""building a competitive u.s.-mexico border"" conference  pic.twitter.com/qpsyveer00"
370,is orlando a hate crime or a terror attack?   
371,live now: long-term sustainable development in africa: the role of sovereign wealth funds  
372,four questions to consider on orlando massacre   .twitter.com/fofj4kzfnl
373,the worst mass shooting in u.s. history drew condemnation from muslim nations and #islamist parties around the world  
374,live now: what next? climate mitigation after paris 
375,"remarks from prominent muslim organizations, scholars, clerics, politicians on the #orlandoattacks   "
376,"across the us, muslims swiftly condemned the june 12 attack on a popular gay nightclub in orlando ://j.mp/1xsheb7 "
377,muslims on #orlandoattacks   
378,mohammed bin salman to expand saudi military power to compete more aggressively with iran  pic.twitter.com/m0gidrgwos
379,"president and imam of the islamic society of central florida, called the #orlandoshooting “monstrous""   "
380,muslim groups across the united states rushed to condemn the attacks - standing with orlando   
381,the orlando shootings and american muslims   .twitter.com/ug3zbroz1t
382,saudi arabia's wonder prince comes to washington   
