,text
85,"va crisis line director resigns, text messages go unanswered  "
86,what a phishing attack in india means for the us  
87,holocaust museum needs vendor to manage cybersecurity  
88,clinton's tech agenda wants ‘more innovative’ government  
89,"u.s. may screen foreign travelers' facebook, twitter accounts  "
90,a 5-part road map for moving off the high risk list  
91,"doj adds implicit bias training for 28,000 employees  "
92,coast guard academy sets record for female enrollment  
93,gsa drops final rfps for $50b alliant 2 contracts  
94,how a 4-year plan for a gsa building swap went up in smoke  
95,commentary: fedramp high a turning point in federal cloud adoption  
96,fedramp high a turning point in federal cloud adoption  
97,chrousos explains why gsa's new line needs a new commissioner  
98,dod contracting official pleaded guilty in ‘fat leonard’ scandal  
99,agencies need cyber risk strategies for modern adversaries  
100,ethical hacking at the dod draws interest from hhs  
101,gsa’s newest commissioner leaving office  
102,durkovich: the homeland is now the battlefield  
103,senators push to advance sweeping veterans bill before july 4  
104,clinton server led to security problems for state it systems  
105,fedramp finalizes controls for highly sensitive data in the cloud  
106,  architect on engaging the workforce with data  
107,federal election commission: market focus by deltek  
108,vendors could save millions with new gsa reporting requirement  
109,lawmakers set to reconcile defense policy bills  
110,dhs to accept video proposals  
111,va leaders defend decision to cease fast-track firings for rule breakers  
112,inside the pentagon's secretive preparations for a 'cyber 9/11'  
113,"vha needs to fix its inventory management, here’s 10 ways it can  "
114,"secret service needs 'cyber triage' tools, fast  "
115,pentagon lifts hiring freeze  
116,successful strategies for making technology accessible to the disabled [free whitepaper  ]pic.twitter.com/h1w1jmjrfs
117,rediscover the soul of government  
118,hhs ups its efforts to foster interoperability  
119,petition calls for keeping tony scott in next administration  
120,how to build a better va  
121,the challenge of interoperability  
122,omb contempt vote looms in oversight panel despite document release  
123,icebreaker debate leads to chilly coast guard hearing  
124,is your heartbeat your new cac?  
125,chinese developer charged in theft of ibm source code  
126,dhs cyber role elevated in new legislation  
127,"air force says 100,000 corrupted ig reports can be recovered  "
128,"recoverable? 100,000 air force inspector general reports in limbo after systemwide crash  "
129,former judge pleaded guilty to retaliating against informant  
130,"senate approves defense policy bill, baiting veto  "
131,new spear-phishing campaign targeting us officials  
132,implement black swan modeling to avoid government catastrophes  
133,senators launch bipartisan cybersecurity caucus  
134,"clinton, trump react to orlando shooting with national security plans  "
135,hhs memo shows that agencies should be ready to work with cuba  
136,hhs mou shows that agencies should be ready to work with cuba  
137,at long last: the final rule on safeguarding of contractor information systems  
138,gsa releases new smartpay purchase card rfp  
139,two dea officials convicted of lying about strip club ownership  
140,"crs are the new normal for acquisition, survey experts say  "
141,"congress: digital service, 18f need to innovate within bounds  "
142,senators say cobert nomination should move forward  
143,4 takeaways from carter's push for military personnel reform  
144,gsa updates draft rfp for schedule 70 health it sin  
145,va fires phoenix execs after 2 years of investigations  
146,ig: irs behind on notifying taxpayers affected by get transcript breach  
147,"last chance: help us honor federal programs, executives & unsung heroes #vanguardawards  pic.twitter.com/8rk4mi64yy"
148,pentagon reassigns official for parking caper  
149,democrats offer domestic match for proposed defense hike  
150,"bill to rename, elevate dhs cyber office moves to full house  "
151,"ends tomorrow: help us honor federal programs, executives & unsung heroes #vanguardawards  pic.twitter.com/5liagywiru"
152,oig: former u.s. attorney tried to impede investigation into affair  
153,is a dumbed-down power grid the answer to cyberattacks?  
154,3 takeaways from tsa’s senate committee hearing  
155,irs upgrades app security a year after major breach  
156,help us recognize innovators! nominate a govt employee who dared to take risks & try something new! #vanguardawards  
157,iarpa exploring deceptive cyber defenses  
158,top 20 government contractors  
159,"without agility, no plan is good enough to prevent insider threats  "
160,census gets new cio from patent office  
161,long-awaited $50b alliant rfps on the way  
162,"we're looking for feds who implement change not for regulation sake, but for potential of return #vanguardawards  "
163,interior releasing $10m remote access rfp next week  
164,oig: uscis stopped hsi from detaining san bernardino suspect  
165,agencies can't succeed w/o talented employees. help us spotlight unsung feds #vanguardawards  pic.twitter.com/cxkc8tiqcv
166,know an exec who demonstrates leadership that drives change? nominate them #vanguardawards  pic.twitter.com/0zo0xsinhr
167,new rule would let va provide sex reassignment surgery to transgender vets  
168,oig: ice stopped hsi from detaining san bernardino suspect  
169,sec appoints senior adviser on cyber policy  
170,1 week left: #vanguardawards to honor big thinkers in acquisition & technology  pic.twitter.com/wmcknzqyca
171,nato weighs making cyber wartime domain  
172,organizing your investment portfolio  
173,leveraging private-sector resources for the public good  
174,nominations extended: you have more chance to nominate a program/employee #vanguardawards!  pic.twitter.com/dwqqfoiig5
175,va ciso stepping down but not stepping out  
176,opm begins search for permanent cio  
177,researchers find odd malware targeting industrial controls  
178,7 highlights from the gsa oig’s semiannual report  
179,report: fed hacked 50 times in four years  
180,why agencies need to get to the source (of the source code)  
181,deloitte pays $11m to settle false claims allegation  
182,cms needs 'awesomely connected' entrepreneur for medicaid it marketplace  
183,"3 navy officers charged in bribery, fraud scheme  "
184,digital customer service — an oxymoron?  
185,digital customer service — an oxymoron?  
186,deadline extended: vanguard awards to honor big thinkers in acquisition and technology  
187,ends today: help us recognize the big thinkers in acquisition & technology! #vanguardawards  pic.twitter.com/x1fwpfdhua
188,ends tomorrow: help us recognize innovators! #vanguardawards  pic.twitter.com/7l4uvcohuc
189,group claims to hack nsa hackers  
190,pokeman banned from dod phones  
191,new guide shows agencies how to assess it maturity  
192,micropurchase auctions: is 18f getting big value on small buys?  
193,gsa updates per diem rates for 2017  
194,dnc creates cyber advisory board in wake of hack  
195,irs adds 6 months to access management contract  
196,washington becomes national coordinator for health it  
197,pattern disruption is the best way to combat cyberattacks  
198,state approves first nato joint weapons sale  
199,fed who faked cancer agrees to repay $40k in sick leave  
200,va and domino theory redux  
201,australian online census shut down by cyberattacks  
202,info-sharing hurdles hinder alliance partnerships  
203,texan gets 2 years for role in irs breach  
204,"nga's homeland panel to benefit from hutchinson’s experience, leadership  "
205,misconceptions of devops in govit  
206,fedramp opens pre-audit process for security authorizations  
207,"energy needs better data, digital rights management  "
208,opm gets new cio from dod  
209,obama administration can secure another win for data privacy  
210,brexit: an exercise in project management  
211,final policy requires feds to publicly release 20 percent of code  
212,risky business: risk aversion impedes it modernization  
213,opm begins data call for special pay grades  
214,opm lays out timeline for id’ing cybersecurity workforce  
215,obama adviser says cyberthreat response rests on private sector cooperation  
216,disabled vets to get new leave benefit  
217,what does ctiic actually do?  
218,commentary: preparing the next president for the worst  
219,long-term care insurance: what to do?  
220,gsa unveils playbook for legacy it migration  
221,napa president blair set to retire  
222,hixson talks new strategic plan for professional services  
223,3 takeaways from fas’s category management panel  
224,register now!  
225,cia official: stop treating it as a service  
226,what the intel community can teach opm on hiring cyber pros  
227,congressional pressure building from fltcip fallout  
228,clinical job losses on the rise at vha  
229,"trump, clinton transition teams move into gsa  "
230,"federal times takes gold, silver and more at azbee awards with “50 years"" campaign. read more:  "
231,robocall ruling reversal sought by advocacy groups  
232,gsa releases new payroll management rfi  
233,risk management playbook for circular a-123 rolls out  
234,computers hacked at democrats' house campaign committee  
235,"gsa: feds can be reimbursed for uber, lyft - federal employees traveling for business can get their uber of lyf...  "
236,isis goes on the defensive in cyber - the efforts against isis in cyberspace have forced the group to adjust to...  
237,air force awards contract for deceptive cyber research - the air force awarded a contract for research in decep...  
238,terror watch list criteria questioned - sen. ron johnson wants to know why orlando terrorist omar mateen was re...  
239,white house issues cyber response policy [developing] - presidential policy directive 41 lays out how agencies ...  
240,lawmakers ask white house to release internal cybersecurity review  
241,doj sues credit union for repossessing servicemembers’ cars - a michigan-based credit union who repossessed an ...  
242,probationary periods: use it or lose it  
243,new techfar hub offers expertise on it acqusition  
244,white house issues cyber response policy [developing]  
245,white house issues policy for coordinating cyber response  
246,hhs offers $1.25m to get in on cyber info-sharing orgs  
247,connolly and beyer want answers on fltcip hike  
248,hhs offers $1.25m to get in on cyber info sharing orgs  
249,dnc email leak under fbi investigation; chair to resign  
250,oig: gsa’s it offerings priced higher than commercial  
251,"as the mercury rises, cobert touts telework, other heat tips  "
252,"federal times takes gold, silver and more at azbee awards with “50 years"" campaign. read more:  "
253,nsf goes offline after power outage  
254,computer exec gets 10 years for spying for russia  
255,house oversight starts looking into hatch act compliance  
256,building up the backbone of government operations  
257,"fbi cyberthreat assessment should be more than a 'gut check,' ig says  "
258,house oversight continues its ‘political burrowing’ inquiries  
259,what’s behind the fltcip rate hike? longer lives and lower bonds  
260,18f hiring 'pause' doesn’t extend to cybersecurity positions  
261,securing the nextgen aviation network  
262,"nasa loses it exec to va, gains new ciso  "
263,why aviation is considered critical infrastructure  
264,governors plan national cybersummit  
265,opm brings back wellcheck wellness program  
266,navy official charged after allegedly aiming gun at men during dispute  
267,court services needs help with annual fisma audit  
268,"state dept, social security best places to work for hr, it  "
269,gov't watchdog: hud secretary violates hatch act  
270,rand study finds va care equal or better than private sector  
271,transportation: a nation in motion  
272,opm guidance extends veterans’ preference to vets' parents  
273,your to-do list  
274,lawmakers propose alternative it modernization plan  
275,napa report game plans next presidential transition  
276,ex-cable news pundit who claims cia career gets 3 years  
277,16 sectors: what's in the critical infrastructure  
278,commercial facilities: a key to economic strength  
279,tsa's neffenger promotes biometric airport screening  
280,"encryption problem needs answers, not more debate  "
281,information technology: defending the brain behind the infrastructure  
282,chinese hacker gets 4 years in us prison  
283,chinese government suspected of hacking into fdic computers  
284,"government facilities: valuable data, relentless pressure  "
285,when and how to respond to cyber acts of war  
286,government facilities: hardening systems to protect sensitive information  
287,beast of burden? agencies weigh whether to embrace pokémon go  
288,beast of burden? agencies weigh whether to embrace pokémon go  
289,house gop requests investigation of clinton over emails  
290,white house releases plan to boost cyber workforce  
291,7 pillars of digital government success  
292,house gop request investigation of clinton over emails  
293,critical infrastructure threats and defenses evolve together  
294,energy: a networked system on which everything else relies  
295,energy sector: a networked system on which everything else relies  
296,the big picture: critical infrastructure threats and defenses evolve together  
297,energy: protecting the power grid  
298,gsa helping dhs identify mobile security threats  
299,california man arrested on spy charges involving satellites  
300,federal regulation makes 4.2 million employees eligible for overtime  
301,hhs raises interim it leader to permanent cio  
302,new bill lets feds use ride-sharing during safetrack  
303,u.s. capitol building lockdown lifted  
304,"u.s. capitol building on lockdown, police searching for individual  "
305,tsa scolded by republican lawmakers for alleged misconduct  
306,another accountability bill enters the va melee  
307,commerce rebrands turkey trip as ‘cyber security mission’  
308,contractors settle for $5.8m on bogus small business status  
309,fbi head strongly defends outcome of clinton email probe  
310,"social security numbers, other employee info leaked in postal service cyber breach  "
311,the 2015 fehb open season starts today -- do you know how to get the most out of your plan?  #fedwebcast  
312,. to gather more info on travelers entering the country.   
313,'dark web' markets hit in global police effort.   pic.twitter.com/6x3zu3xoej
314,alliant spending grows despite budget tightening.   
315,dod travelers see some per diem rates cut.  
316,the 2015 fehb open season starts tomorrow -- do you know how to get the most out of your plan?  #fedwebcast  
317,'dark web' markets hit in global police effort.   pic.twitter.com/mpkvxyuh0u
318,not all health insurance change is by choice. #fehbp  
319,alliant spending grows despite budget tightening.   
320,. to gather more info on travelers entering the country.   
321,dod travelers see some per diem rates cut.  
322,"the fehb program affects 8.2 million fed employees, retirees & family members. know your benefits. #fedwebcast  "
323,dr. jp 'jack' london of  prescribes charactcer-building to reverse scandal trend.  
324,not all health insurance change is by choice. #fehbp  
325,. to gather more info on travelers entering the country.   
326,'dark web' markets hit in global police effort.   pic.twitter.com/onykkzevlw
327,dod's new cloud policy coming in two weeks  
328,cybersecurity codes being added to all federal job descriptions  
329,alliant spending grows despite budget tightening.   
330,verizon cloud gets fedramp accreditation  
331,federal times editor steve watkins  will be moderating our federal health benefit #fedwebcast on 11/19  
332,justice department's influence in va cases up for debate  
333,dod travelers see some per diem rates cut.  
334,dr. jp 'jack' london of  prescribes charactcer-building to reverse scandal trend.  
335,not all health insurance change is by choice. #fehbp  
336,"william a. breskin  vp of govt programs, to speak at our federal health benefit #fedwebcast  "
337,alliant spending grows despite budget tightening.   
338,. to gather more info on travelers entering the country.   
339,dod travelers see some per diem rates cut.  
340,dr. jp 'jack' london of  prescribes charactcer-building to reverse scandal trend.  
341,minor deficiencies add up to significant weaknesses at ssa  
342,"walton francis, author & public program/govt regulation expert, to speak at our federal health benefit #fedwebcast  "
343,"after election, unions brace for attacks on pay and benefits  "
344,alliant spending grows despite budget tightening.   
345,ig: energy department systems exposed by critical weaknesses  
346,alliant spending grows despite budget tightening.   
347,survey: cybersecurity priorities shift to insider threats  
348,the 2015 fehb open season is 1 week away -- do you know how to get the most out of your plan?  #fedwebcast  
349,. soon to close 2015 green proving ground.  
350,how to compare federal employee health benefit plans & choose the one best for you #fehb #fedwebcast [learn more:  ]
351,. soon to close 2015 green proving ground.  
352,. soon to close 2015 green proving ground.  
353,hamm tapped for new fedsim director  
354,"the fehb program affects 8.2 million fed employees, retirees & family members. know your benefits. #fedwebcast  "
355,hagel says congressional partnership key to future brac round  
356,. soon to close 2015 green proving ground.  
357,charm offensive: senate intel leaders push for us chamber's help on cyber bill  
358,recent white house cyber breach one example of 'daily' attacks  
359,. soon to close 2015 green proving ground.  
360,do you know about the new federal employee health benefit features & plan details? #fehb #fedwebcast [learn more:  ]
361,feds give  devices an ok to handle classified data.   
362,ig for  accused of watering down reports.  
363,find out how  is reforming tech acquisition.  …
364,. soon to close 2015 green proving ground.  
365,feds give  devices an ok to handle classified data.   
366,the 2015 fehb open season is 2 weeks away -- do you know how to get the most out of your plan?  #fedwebcast  
367,feds give  devices an ok to handle classified data.   
368,ig for  accused of watering down reports.  
369,feds give  devices an ok to handle classified data.   
370,ig for  accused of watering down reports.  
371,protests delay implementation of sewp v contracts  
372,id management secondary focus of executive order  
373,feds give  devices an ok to handle classified data.   
374,ig for  accused of watering down reports.  
375,investigative reporter to join ftc as chief technologist  
376,remaining cdm solicitations delayed to december and beyond  
377,feds give  devices an ok to handle classified data.   
378,coburn 'wastebook' finds $25 billion in questionable agency spending  
379,"the average premium is going up 3.2 percent, while the average employee contribution is 3.8 percent "
380,samsung galaxy devices approved for classified use  
381,federal retirees to get 1.7 percent cost-of-living increase in 2015  
382,"new roles at doj show cybersecurity, espionage focus  "
383,noaa employee indicted on theft of sensitive infrastructure data  
384,"its easy to steal things at gsa hq, report says  "
385,climate change and the future of defense.   
386,agencies must improve payment card security by year end  
387,"one team, one fight in cybersecurity  "
388,'operation deathclick' targets defense contractors  
389,climate change and the future of defense.   
390,tsa chief announces retirement  
391,icymi: is va's new firing authority the next civil service reform?  
392,va secretary: i'm 'aggressively' firing problem employees  
393,"#defense employees less happy with bosses, leadership  "
394,climate change and the future of defense.   
395,dod releases climate change adaptation plan  
396,va announces $22.3b it services contract  
397,most dangerous #federal #jobs: postal service tops list  
398,is va's new firing authority the next civil service reform?  
399,. survey: younger federal employees don't believe their agencies reward creativity & innovation  
400,director of the  steps down.  
401,survey: young feds frustrated with career opportunities  
402,icymi: obama should consider dc police chief to lead the secret service  
403,the  awarded the 1st ffrdc contract designed specifically to enhance the nation's #cybersecurity.  
404,federal health insurance premiums to grow 3.2 percent  
405,"twitter files first amendment lawsuit against doj, fbi  "
406,groups named for first federally-funded cybersecurity research center  
407,procurement official at  accused of ethics violations by ig.  
408,opm cuts retirement application backlog again  
409, is federal firefighter pay too low? has previous reform made it worse? join the discussion!  
410,director of the  steps down.  
411,procurement official at  accused of ethics violations by ig.  
412,director of the  steps down.  
413,procurement official at  accused of ethics violations by ig.  
414,procurement official at  accused of ethics violations by ig.  
415,. to give military cloud procurement powers in major policy shift.  
416,director of the  steps down.  
417,redefining innovation at .  
418,gsa brings car-sharing to agencies  
419,nsf awards $31m to build better cyber infrastructure  
420,omb sets standard metrics for grants and awards  
421,procurement official at  accused of ethics violations by ig.  
422,director of the  steps down.  
423,. to give military cloud procurement powers in major policy shift.  
424,"""you don't save by closing a data center. you save by rationalizing your apps/systems."" jeremy hiers   "
425,'fedramp forward' plans next two years of cloud authorization  
426,dod releases new federated cloud procurement policy  
427,major it reform to have 'immediate effect' on feds  
428,ibm's watson to help va manage health records  
429,small business innovation incubator opens in crystal city  
430,the  & partners hope to have a nationwide telecom portfolio in place by 2020 [whitepaper:  ]
431,'fedramp forward' plans next two years of cloud authorization  
432,dod releases new federated cloud procurement policy  
433,what's the worst place to work in government?   
434,ofpp's anne rung on simplifying federal procurement.   pic.twitter.com/fjpedbvvuu
435,small business innovation incubator opens in crystal city  
436,ibm's watson to help va manage health records  
437,"2014 fisma reduces paperwork, codifies management structure  "
438,"""virtualization is a big tool. you reduce physical footprint & avoid licensing."" mark benjapathmongkol   "
439,". trusts some data to , a first.  "
440,new campus to centralize cybersecurity workforce  
441,basement fire sends opm staff home monday  
442,gsa developing vendor it security assessments  
443,ofpp's anne rung on simplifying federal procurement.   pic.twitter.com/ozn4sdi2jb
444,the government is drafting ambitious plans to transition to next-gen telecom & network services [whitepaper:  ]
445,". trusts some data to , a first.  "
446,what's the worst place to work in government?   
447,ofpp's anne rung on simplifying federal procurement.   pic.twitter.com/yn2astkdbv
448,". trusts some data to , a first.  "
449,what the ndaa means for feds  
450,major it reform pending with ndaa vote  
451,the #army has been aggressively cleaning house when it comes to data center consolidation [whitepaper  ]
452,house approves $1 trillion spending package  
453,"funding bill passes house, shutdown still looms  "
454,". trusts some data to , a first.  "
455,self-plus-one fed health care option closer to happening.  
456,what's the worst place to work in government?   
457,gsa: what's new in payment cards?  
458,7 senators to consider for a 'cyber caucus'  
459,what network services 2020 & global network services will mean for you [whitepaper:  ]
460,feds give agencies c-plus on digital strategy  
461,"since the fdcci was launched 4yrs ago, it managers have met obstacles, successes & lessons learned [whitepaper  ]"
462,darpa sees future of cybersecurity in transparent computing  
463,the 2015 fehb open season ends today -- do you know how to get the most out of your plan?  #fedwebcast  
464,new doj cybersecurity unit to advise on internet crime  
465,fed healthcare choices: watch free on-demand webcast.  
466,"breskin on federal health, tricare, medicare.  pic.twitter.com/7abh22sgop"
467,self-plus-one fed health care option closer to happening.  
468,self-plus-one fed health care option closer to happening.  
469,"breskin on federal health, tricare, medicare.  pic.twitter.com/x4tnwyxd6v"
470,fed health expert walt francis answers your questions.  pic.twitter.com/swolntqagq
471,fed healthcare choices: watch free on-demand webcast.  
472,self-plus-one fed health care option closer to happening.  
473,bug in ibm mobile device manager opens critical security gap  
474,ig: dod failed to execute cloud policy  
475,dod management reorganized in defense authorization bill  
476,"breskin on federal health, tricare, medicare.  pic.twitter.com/ejpmebo6o1"
477,self-plus-one fed health care option closer to happening.  
478,agriculture research centers connecting to high-speed network  
479,"disa shifts cloud focus to security, integration  "
480,'leading edge tech' focus of gsa online survey  
481,fed health expert walt francis answers your questions.  pic.twitter.com/zjoih4lelq
482,"breskin on federal health, tricare, medicare.  pic.twitter.com/7e8ezp62in"
483,lawmakers strike deal on sweeping it reform bill  
484,"disa shifts cloud focus to security, integration  "
485,fed healthcare choices: watch free on-demand webcast.  
486,"feds developing plan for crowdsourcing, citizen science  "
487,do you know about the new federal employee health benefit features & plan details? #fehb #fedwebcast [learn more:  ]
488,fed healthcare choices: watch free on-demand webcast.  
489,"breskin on federal health, tricare, medicare.  pic.twitter.com/uhkzrido01"
490,video: bcbs walt francis on fed health options.   
491,"breskin on federal health, tricare, medicare.  pic.twitter.com/mk8a4eidxv"
492,"the fehb program affects 8.2 million fed employees, retirees & family members. know your benefits. #fedwebcast  "
493,fed healthcare choices: watch free on-demand webcast.  
494,fed health ins expert walt francis answers reader qs.  pic.twitter.com/zdby84ui1n
495,"interview: bob work, deputy defense secretary  "
496,"breskin on federal health, tricare, medicare.  pic.twitter.com/2yeq3m3jgk"
497,video: bcbs walt francis on fed health options.   
498,fed health ins expert walt francis answers reader qs.  pic.twitter.com/jqnuuqwtrf
499,fed healthcare choices: watch free on-demand webcast.  
500,"breskin on federal health, tricare, medicare.  pic.twitter.com/41lecxhlux"
501,. wm breskin answers fed health questions.    
502,50% of feds overpay on health insurance. make sure you're not one of them #fedwebcast #fehb  pic.twitter.com/0hyfeib9ry
503,sandia scientist gets prison term for taking doe laptop to china  
504,fed health ins expert walt francis answers reader qs.  pic.twitter.com/fquvi7bi8u
505,new dod cloud policy delayed to early december  
506,fed health ins expert walt francis answers reader qs.  pic.twitter.com/az0hqbh899
507,system admin sentenced for hacking navy database  
508,va issues rfi for commercial scheduling system  
509,defense secretary chuck hagel to step down  
510,fed health ins expert walton francis answers reader qs on choosing a plan.   pic.twitter.com/c1blngmwhj
511,the #fehb program affects 8.2 million people & half overpay on health insurance. #fedwebcast  pic.twitter.com/jykecws8q1
512,michael fischetti of the  on procurement reform.   
513,choosing #fehb plans can be daunting. make the smartest choice for your next healthcare plan   pic.twitter.com/gcz4oefw0n
514,derived credentials to roll out across dod by july 2015  
515,draft terms released for cloud sin  
516,don't overpay on health insurance. hear william breskin  talk about #fehb options #fedwebcast  
517,michael fischetti of the  on procurement reform.   
518,"sandia violated lobbying rules for contract extension, audit finds.   "
519,we'll share when the #fedwebcast becomes available online.
520,that's a wrap! a special thanks to walt and bill for all the helpful fehb info they've shared  #fedwebcast
521,"if you start seeing feds getting in better shape for 2015, you can thank 's wellness incentive program #fedwebcast"
522,there's some great preventative benefits being added by  in 2015 #fedwebcast
523,health plan review tip: keep it in an electronic file so that you can search for terms that matter to you  #fedwebcast
524,"according to walton francis,  has scored high again this year for fehb plans  #fedwebcast"
525,feds will want to choose 2-3 plans to compare closely based on their insurance value #fedwebcast
526,"the big news for this year's fehb open season -- there is no big news! much has gone unchanged, including big savings potential. #fedwebcast"
527,"premium costs vary (in dc area from $1,200- 3,500k for self-only #fedwebcast"
528,most federal employees have about 2 dozen plans to choose #fedwebcast
529,roll call! who's attending our federal health benefit #fedwebcast starting now?   pic.twitter.com/jk0gqipjlg
530,last chance: our federal health benefit webcast starts in 1 hour! #fedwebcast  pic.twitter.com/vhm8il3eul
531,cloud to get original sin on it schedule 70  
532,learn tips for what #fehb questions to ask & how to cut plan costs #fedwebcast [learn more:  ]pic.twitter.com/swdr6lvoif
533,tomorrow: are you part of the 50% who overpay on health insurance. #fedwebcast #fehb  pic.twitter.com/jyhza7wbzy
534,michael fischetti of the  on procurement reform.   
535,compare health plans & save money with  at our federal health benefit #fedwebcast  pic.twitter.com/gbakmdkvng
536,first wind farm in federal waters receives row grant  
537,va numbers show cybersecurity about people not tech  
538,don't miss wednesday's federal health benefit #fedwebcast for your next healthcare plan  pic.twitter.com/rdsoshidoc
539,state department breached in same cyberattack against white house  
540,new data show long wait times remain at many va hospitals  
541,what do the midterms mean for the budget?  offers some thoughts.   
542,"sandia violated lobbying rules for contract extension, audit finds.   "
543,"know the difference between ffs, ppo & hmo healthcare plans? if not, attend our #fedwebcast  pic.twitter.com/kj7w3urjo4"
544,the #fehb program affects 8.2 million people & half overpay on health insurance. #fedwebcast  pic.twitter.com/oilwig0hqu
545,what does  have in store? get the details here.  
546,choosing #fehb plans can be daunting. make the smartest choice for your next healthcare plan   pic.twitter.com/bvxznju6qt
547,"sandia violated lobbying rules for contract extension, audit finds.   "
548,50% of feds overpay on health insurance. make sure you're not one of them #fedwebcast #fehb  pic.twitter.com/jnll8dxvjw
549,what do the midterms mean for the budget?  offers some thoughts.   
550,what does  have in store? get the details here.  
551,michael fischetti of the  on procurement reform.   
552,noaa asks industry to fund open data program  
553,"know the difference between ffs, ppo & hmo healthcare plans? if not, attend our #fedwebcast  pic.twitter.com/iixsevvu4a"
554,hear william breskin talk about how 50%of feds overpay on health insurance.  #fedwebcast #health  
555,what does  have in store? get the details here.  
556,"sandia violated lobbying rules for contract extension, audit finds.   "
557,"author of checkbook's guide to health plans for federal employees, to speak at our federal health benefit #fedwebcast  "
558,do you know about the new #fehb features & plan details? #fedwebcast [learn more:  ]pic.twitter.com/4suht0ck3j
559,what does  have in store? get the details here.  
560,"sandia violated lobbying rules for contract extension, audit finds.   "
