,text
164,"“: william #deresiewicz came to harvard. i wrote about it. #excellentsheep  …” gram slattery, folks."
165,american sports continue to grow in popularity across emerging markets.  this represents an enormous potential.  
166,check out this inside look at the meeting to pick the topic for the next issue! led by  + priya menon.pic.twitter.com/8bv0co0dzi
167,"america needs to start investing in #swarm robotics. otherwise, they'll be on the defensive through the 21st century.  "
168,"moocs as the future of education.  though they may not be ""courses"" as we know, they will continue to grow.   "
169,scottish independence: yes or no?:   via 
170,"the future of #bitcoin remains exceedingly uncertain.  the future of paper money, however, does not.   "
171,"the hpr reviews barbara benson's ""boston and the civil war: hub of the second revolution.""   "
172,"""disaster recovery is a complicated and intriguing financial puzzle—one that we’re not even close to solving...""  "
173,defining affirmative consent may be easier than many think.  harvard should take note.   
174,the standard american approach to parking is broken.  we must learn to understand and embrace reform.   
175,it is time to reform the mexican economy.  the answer may lie in oil.  
176,ebola: both an endemic and an enigma in west africa  
177,"though harvard has not yet divested, the divest harvard organization has been far from a failure.  "
178,"hpr dispatch: exercise in body image, world cup trends, litfest. -  "
179,some say the special relationship between the united states and great britain has outlived its usefulness. …
180,"""with... distrust on the rise, palestinians and israelis have a long way to go b/f they can truly live side by side.""  …"
181,britain and #china: the new deal on nuclear power and high-speed rail  …
182,"check out transport in the city of tomorrow, the latest installment in our cities cover topic. …"
183,on the record: ambassdor gideon meir:   via 
184,the hpr had their last meetings of the calender year tonight.pic.twitter.com/1j1jar3zgx
185,hpr streettalk - fast with divest harvard:   via 
186,"correction: cnn hasn't (yet) called the senate for the gop, but the hpr has."
187,cnn has called the senate for the . 5 hpr writers weigh in on what that means #election2014 #hpreturns  …
188,. expecting (hoping for) conciliation between  and  following these elections #hpreturns
189,. putting president's party's midterm losses in historical perspective at  #hpreturns
190,"hearing from  about nervousness among  folks, and #gasen being closer than anticipated #hpreturns"
191,. lost.  is sad :(
192,"hearing from  about  calling #nhsen, writing the advance copy yesterday, and more inside scoops #hpreturns"
193,that 15-point - seems concerning for dems nationwide. #election2014 #hpreturns
194,now hearing from former hpr editor-in-chief  about the surprising results out of #vasen #hpreturns
195,". says it's not the end for , she's talented, could run for either governor or attorney general next year"
196,. talking to  via phone about 's failure to separate herself from obama #election2014 #hpreturns
197,"speaking at : hpr board member : ""it's more fun here than the  ... and ."" #election2014 #hpreturns"
198,hpr writer  projected 52r-45d-3i. he was already right on ; how will he do on the rest?  …
199,"watch our feed for #election2014 returns, or #hpreturns, for commentary from our writers."
200," breaks down the #senate battleground, state by state  …"
201,"for democrats, it's not as bad as it looks  … via "
202,"in california's #inlandempire, democrats sense an opportunity  … via "
203,the buddy cianci show!  …  reports from #providence
204,"if history repeats itself first as tragedy, and second as farce, then what happens the third time around?  … "
205,"plagued by partisan battles, indiana is a microcosm of the national education debate  … #commoncore "
206,"oliver has found his voice, separate from stewart and—in several respects—better.  … #johnoliver"
207,more millennials hoping for aggressive foreign policy  … 
208,"millenials, it turns out, are pretty hawkish … "
209,#harvardyouthpoll: analyzing harvard's fall 2014 poll of young americans  …
210,does #tfa hurt or help underprivileged youth? the answer: it's complicated …
211,"in south africa, the hate crime of ""corrective rape"" is destroying the lives of lesbian women in the townships  …"
212,on the record frank fahrenkopf:   via 
213,campaign finance after citizens united - a visit to the citizens rising symposium at mit  … via 
214,campaign finance after citizens united  …
215,america's friend request - on the alliances needed to fight #isis  … via 
216,"dr. sanjay gupta on ebola, #marijuana, the media, and everything in between   …  "
217,"critiquing the iop: the money, the connections, the kennedy name, the system.  … "
218,"the superhero problem: ""why do super-powered mutations select white people almost exclusively?""  … via "
219,as you're watching #magov14 debate check out our interview with :  … #mapoli
220,as you're watching #magov14 debate check out our interview with :  …
221,a guide to dividing up california - the right way  …  #sixcalifornias
222,"liberian president johnson sirleaf: “while we’re concerned about life…livelihoods will be at risk.""  …"
223,"to stem ebola, invest in west africa's public health infrastructure  …"
224,perspectives: being asian american at harvard:   via 
225,"#bolivia pretends to be a free democracy.  really, it is just a sham.   "
226,"punch.  tap.  bicker.  rush.  each word applying to a social club, each contributing to its own negative atmosphere  "
227,"check out hpr's writer aisha bhoori's new political satire : ""uncle sam's perennial lessons in food critiquing""  …"
228,evo morales and the degradation of democracy  …
229,the hpr takes a deeper look into the negative atmosphere created by exclusive social clubs at elite institutions   
230,"hpr dispatch: cities, gap years, ferguson, and more. -  "
231,in the midst of punch season  studies the psychology of college social exclusivity. #finalclubs  …
232,the best harvard-made website since facebook: the new and improved   (h/t )
233,"it's like  , but it doesn't crash and you can't sign up for healthcare: the new and improved  ."
