,text
19,"today's watchblog explains ""mortgage-backed securities"" and other aspects of housing finance: http://blog.gao.gov/2015/01/29/understanding-the-housing-finance-system/ …pic.twitter.com/bqq4bt6s9r"
20,it's #taxidtheft awareness week. listen to our podcast to learn about the size of the problem- http://blog.gao.gov/2014/09/24/identity-theft-tax-refund-fraud/ …pic.twitter.com/hs9fvqoxqs
21,dod acquisitions: opportunities may exist to increase utility of nondevelopmental items pilot program http://1.usa.gov/1esj93r 
22,"federal construction subcontracting: insight into subcontractor selection is limited, but agencies use oversight.. http://1.usa.gov/1esj9r3 "
23,first-time homebuyer? refinancing your mortgage? check out today's watchblog on the housing finance system: http://blog.gao.gov/2015/01/29/understanding-the-housing-finance-system/ …
24,"do you know what ""origination"" means? securitization? today's watchblog explains the housing finance system: http://blog.gao.gov/2015/01/29/understanding-the-housing-finance-system …"
25,what can be done about nearly $6 billion in refunds stolen from taxpayers? find out for #taxidtheft awareness week -http://blog.gao.gov/2014/09/24/identity-theft-tax-refund-fraud/ …
26,"to help you understand the housing finance system, today's watchblog explains the 4 major phases of a mortgage: http://blog.gao.gov/2015/01/29/understanding-the-housing-finance-system …"
27,#potus budget will be issued next week. learn more about the fiscal outlook: http://gao.gov/fiscal_outlook/overview#t=0?utm_source=twitter&utm_medium=social&utm_campaign=gpi …pic.twitter.com/dzgkqrxc5g
28,watchblog post: understanding the housing finance system http://1.usa.gov/1corx6e 
29,changes coming to how medicare pays for services? learn how the fee-for-service payment model affects costs: http://www.gao.gov/highrisk/medicare_program/why_did_study#t=1&utm_medium=social&utm_campaign=gpi …
30,"matching taxpayer data to w-2s could help irs prevent #idtheft refund fraud, but has costs. for #taxidtheft week - http://blog.gao.gov/2014/09/24/identity-theft-tax-refund-fraud/ …"
31,. may change how medicare pays for care. learn how the fee-for-service payment model affects costs: http://www.gao.gov/highrisk/medicare_program/why_did_study#t=1&utm_medium=social&utm_campaign=gpi …
32,do you know how irs searches for tax id theft or other fraudulent returns? find out for #taxidtheft awareness week: http://www.gao.gov/products/gao-14-633?utm_source=twitter&utm_medium=social&utm_campaign=gpi …
33,private health insurance: geographic variation in spending for certain high-cost procedures driven by inpatient.. http://1.usa.gov/1daslh8 
34,"matching taxpayer data to w-2s could help irs prevent #idtheft refund fraud, but has costs. for #taxidtheft week: http://blog.gao.gov/2014/09/24/identity-theft-tax-refund-fraud/ …"
35,stronger pre/post-refund strategies can help irs combat tax refund #fraud. learn more for #taxidtheft awareness week- http://blog.gao.gov/2014/09/24/identity-theft-tax-refund-fraud/ …
36,today's watchblog features our physical infrastructure team. check it out: http://blog.gao.gov/2015/01/27/gaos-physical-infrastructure-team/ …pic.twitter.com/vwncyw8knz
37,"planes, trains, and automobiles are all in a day's work for this gao team. read more in today's watchblog: http://blog.gao.gov/2015/01/27/gaos-physical-infrastructure-team/ …"
38,it's #taxidtheft awareness week. listen to our podcast to learn about the size of the problem: http://blog.gao.gov/2014/09/24/identity-theft-tax-refund-fraud/ …pic.twitter.com/3skaxat3qe
39,our physical infrastructure team found $1.5 billion in savings last year. check out all they do in today's watchblog: http://blog.gao.gov/2015/01/27/gaos-physical-infrastructure-team/ …
40,"can you hear me? telecommunications is just 1 of 6 topics for our physical infrastructure team, today's watchblog: http://blog.gao.gov/2015/01/27/gaos-physical-infrastructure-team/ …"
41,"defense logistics: dod has a strategy and has taken steps to improve its asset visibility, but further actions.. http://1.usa.gov/1buthqg "
42,depot maintenance: status of the public-private partnership for repair of the dual-mode transmitter in the f-16.. http://1.usa.gov/1butfz1 
43,supply chain security: cbp needs to enhance its guidance and oversight of high-risk maritime cargo shipments http://1.usa.gov/1butfiz 
44,potential gaps in weather satellite coverage could affect noaa's ability to forecast future storms http://blog.gao.gov/2015/01/22/weather-forecasting-outlook-unclear/ … #snowmageddon2015
45,"this team knows more about highways and airports than any seasoned traveler. check out their work, today's watchblog: http://blog.gao.gov/2015/01/27/gaos-physical-infrastructure-team/ …"
46,what can be done about nearly $6 billion in refunds stolen from taxpayers? find out for #taxidtheft awareness week:http://blog.gao.gov/2014/09/24/identity-theft-tax-refund-fraud/ …
47,the u.s. postal service is just 1 of 6 issue areas our physical infrastructure team covers. more in the watchblog: http://blog.gao.gov/2015/01/27/gaos-physical-infrastructure-team/ …
48,watchblog post: gao’s physical infrastructure team http://1.usa.gov/1yknkfw 
49,potential gaps in #weather satellite coverage could affect noaa's ability to #forecast future storms http://blog.gao.gov/2015/01/22/weather-forecasting-outlook-unclear/ … #blizzardof2015
50,potential future gaps in weather satellite coverage could affect noaa's ability to track storms like #blizzardof2015 http://blog.gao.gov/2015/01/22/weather-forecasting-outlook-unclear/ …
51,what are the costs of protecting taxpayers from identity theft refund fraud? find out for #taxidtheft awareness week- http://blog.gao.gov/2014/09/24/identity-theft-tax-refund-fraud/ …
52,potential gaps in #weather satellite coverage could affect noaa's ability to forecast future storms: http://blog.gao.gov/2015/01/22/weather-forecasting-outlook-unclear/ … #blizzardof2015
53,tax refund fraud from id theft cost the us billions in filing season 2013. learn more for #taxidtheft awareness week: http://blog.gao.gov/2014/09/24/identity-theft-tax-refund-fraud/ …
54,potential future gaps in #weather satellite coverage could affect noaa's ability to track storms like #blizzardof2015 http://blog.gao.gov/2015/01/22/weather-forecasting-outlook-unclear/ …
55,"for #taxidtheft awareness week, learn how thieves commit this fraud and how it could affect you: http://blog.gao.gov/2014/09/24/identity-theft-tax-refund-fraud/ …"
56,"thursday, the watchblog reviewed u.s. weather satellites, and potential gaps in coverage: http://blog.gao.gov/2015/01/22/weather-forecasting-outlook-unclear/ … #weekinreview"
57,"tuesday's watchblog featured the work of our education, workforce, and income security team: http://blog.gao.gov/2015/01/21/gaos-education-workforce-and-income-security-issues-team-2/ … #weekinreview"
58,"this week’s watchblog ranged from weather satellites, to oversight of education, retirement programs:http://blog.gao.gov/ #weekinreview"
59,"thursday’s watchblog reviewed u.s. weather satellites, and potential gaps in coverage: http://blog.gao.gov/2015/01/22/weather-forecasting-outlook-unclear/ … #weekinreview"
60,"tuesday, the watchblog featured the work of our education, workforce, and income security team: http://blog.gao.gov/2015/01/21/gaos-education-workforce-and-income-security-issues-team-2/ … #weekinreview"
61,"this week’s watchblog ranged from weather satellites, to oversight of education, retirement programs: http://blog.gao.gov/ #weekinreview"
62,. covered our report on dod hq personnel requirements: http://wapo.st/1t7w7dz . read the full report: http://1.usa.gov/1d0bbrt 
63,"read about how to prepare students for college, as #freecommunitycollege proposed at #sotu - http://www.gao.gov/products/gao-13-656?utm_source=twitter&utm_medium=social&utm_campaign=gpi …pic.twitter.com/gafmwxhf6o"
64,affordable childcare proposed at #sotu. read about potential effects on low-income parents - http://www.gao.gov/products/gao-10-344?utm_source=twitter&utm_medium=social&utm_campaign=gpi …pic.twitter.com/fpeatz0wg3
65,"changes to 529 college savings plans proposed at #sotu. read about these tax-deferred accounts, and how they work - http://www.gao.gov/products/gao-13-64?utm_source=twitter&utm_medium=social&utm_campaign=gpi …"
66,"nearly half of new community college students weren't well prepared. w/#freecommunitycollege proposed at #sotu, read: http://www.gao.gov/products/gao-13-656?utm_source=twitter&utm_medium=social&utm_campaign=gpi …"
67,"changes to 529 college savings plans proposed at #sotu. read about these tax-deferred accounts, and how they work: http://www.gao.gov/products/gao-13-64?utm_source=twitter&utm_medium=social&utm_campaign=gpi …"
68,"read about how to prepare students for college, as #freecommunitycollege proposed at #sotu: http://www.gao.gov/products/gao-13-656?utm_source=twitter&utm_medium=social&utm_campaign=gpi …pic.twitter.com/nbyes7bas0"
69,affordable childcare proposed at #sotu. read about potential effects on low-income parents:  http://www.gao.gov/products/gao-10-344?utm_source=twitter&utm_medium=social&utm_campaign=gpi …pic.twitter.com/envdt7y4zj
70,today's watchblog reviews potential gaps in satellite coverage for weather forecasting: http://blog.gao.gov/2015/01/22/weather-forecasting-outlook-unclear …pic.twitter.com/tvchojixq8
71,"who do you call for repairs in space? read about challenges maintaining weather satellites, today's watchblog: http://blog.gao.gov/2015/01/22/weather-forecasting-outlook-unclear …"
72,"nearly half of new community college students weren't well prepared. w/#freecommunitycollege proposed at #sotu, read http://www.gao.gov/products/gao-13-656?utm_source=twitter&utm_medium=social&utm_campaign=gpi …"
73,"the satellites responsible for forecasting u.s. weather may experience gaps in the near future, today's watchblog: http://blog.gao.gov/2015/01/22/weather-forecasting-outlook-unclear …"
74,african growth and opportunity act: usaid could enhance utilization by working with more countries to develop.. http://1.usa.gov/15cpqxi 
75,job corps: assessment of internal guidance could improve communications with contractors http://1.usa.gov/15cpu9j 
76,"4 days before hurricane sandy, the satellite monitoring the east coast was offline. what happened? today's watchblog: http://blog.gao.gov/2015/01/22/weather-forecasting-outlook-unclear …"
77,"we rely on satellites for weather forecasts, but what happens if those satellites fail? read today's watchblog: http://blog.gao.gov/2015/01/22/weather-forecasting-outlook-unclear …"
78,"today's watchblog reviews the satellite systems that help forecast major storms, like snowmageddon: http://blog.gao.gov/2015/01/22/weather-forecasting-outlook-unclear …"
79,watchblog post: weather forecasting—outlook unclear http://1.usa.gov/1cigldx 
80,upcoming public event: government data sharing community of practice on january 26th. learn more: http://www.gao.gov/aac/gds_community_of_practice/overview#t=1 …
81,simplified education tax benefits proposed at #sotu. learn about current higher education tax provisions - http://www.gao.gov/products/gao-12-560?utm_source=twitter&utm_medium=social&utm_campaign=gpi …
82,"#freecommunitycollege proposed at #sotu. read how federal, and state governments can improve college affordability - http://www.gao.gov/products/gao-15-151?utm_source=twitter&utm_medium=social&utm_campaign=gpi …"
83,simplified education tax benefits proposed at #sotu. learn about current higher education tax provisions: http://www.gao.gov/products/gao-12-560?utm_source=twitter&utm_medium=social&utm_campaign=gpi …
84,"can you afford to #retire? go to college? this team helps examine those issues and more, in today's watchblog: http://blog.gao.gov/2015/01/21/gaos-education-workforce-and-income-security-issues-team …"
85,"helping to protect workers, families, and retirees is all in a day's work for this gao team. today's watchblog: http://blog.gao.gov/2015/01/21/gaos-education-workforce-and-income-security-issues-team …"
86,you still have time to register for our jan. 26 discussion of data sharing in disaster response and recovery: http://www.gao.gov/aac/gds_community_of_practice/overview#t=1 …
87,"meet the team that reviews federal programs serving infants to retirees, in today's watchblog: http://blog.gao.gov/2015/01/21/gaos-education-workforce-and-income-security-issues-team …pic.twitter.com/5jdxsrnmdz"
88,"our education, workforce & income security team identified $376 million in savings last fiscal year. learn more: http://blog.gao.gov/2015/01/21/gaos-education-workforce-and-income-security-issues-team …"
89,"defense headquarters: dod needs to reassess personnel requirements for the office of secretary of defense, .. http://1.usa.gov/1xxqhha "
90,"#freecommunitycollege proposed at #sotu. read how federal, state governments can improve college affordability: http://www.gao.gov/products/gao-15-151?utm_source=twitter&utm_medium=social&utm_campaign=gpi …"
91,"from infancy to old age, this gao team has you covered. curious? check out today's watchblog: http://blog.gao.gov/2015/01/21/gaos-education-workforce-and-income-security-issues-team …pic.twitter.com/4oju4vou4o"
92,aviation safety: issues related to domestic certification and foreign approval of u.s. aviation products http://1.usa.gov/1beisaf 
93,"#freecommunitycollege proposed at #sotu. read how federal, and state governments can improve college affordability: http://www.gao.gov/products/gao-15-151?utm_source=twitter&utm_medium=social&utm_campaign=gpi …"
94,va construction: va's actions to address cost increases and schedule delays at major medical-facility projects http://1.usa.gov/1xyhfx1 
95,"today’s watchblog highlights the work of our education, workforce, and income security team: http://blog.gao.gov/2015/01/21/gaos-education-workforce-and-income-security-issues-team …pic.twitter.com/yd7fqmiyqt"
96,"gao’s david wise testifies on va medical center construction project cost overruns, schedule delays, today at 10:30am http://veterans.house.gov/hearing/building-a-better-va-assessing-ongoing-major-construction-management-problems-within-the …"
97,"gao’s gerald dillingham testifies on faa’s regulatory certification process, today at 10am: http://transportation.house.gov/calendar/eventsingle.aspx?eventid=398552 …"
98,"watchblog post: gao’s education, workforce, and income security team http://1.usa.gov/15tnv1a "
99,rebels continue attacks in #yemen. we've reported on how instability threatens u.s. counterterrorism effortshttp://1.usa.gov/1cmdpgm 
100,rebels continue attacks in #yemen. we've reported on how instability threatens u.s. counterterrorism efforts -http://1.usa.gov/1cmdpgm 
101,our government data sharing community of practice is january 26th. registration is open to the public: http://www.gao.gov/aac/gds_community_of_practice/overview#t=1 …
102,rebels continue attacks in #yemen. we've reported on how instability threatens u.s. counterterrorism efforts: http://1.usa.gov/1cmdpgm 
103,there's still time to register for our jan. 26 discussion of data sharing in disaster response and recovery: http://www.gao.gov/aac/gds_community_of_practice/overview#t=1 …
104,planning to attend our 1/26 government data sharing community of practice? learn more about this public event: http://www.gao.gov/aac/gds_community_of_practice/overview#t=0 …
105,thursday's watchblog covered what you need to know about children's health insurance program funding: http://blog.gao.gov/2015/01/15  #weekinreview
106,catch up on your watchblog reading! tuesday's post shared first year highlights: http://blog.gao.gov/2015/01/13/happy-birthday-watchblog/ … #weekinreviewpic.twitter.com/dcjewoz7zh
107,"to mark the 5th anniversary of the earthquake in haiti, monday's watchblog reviewed recovery efforts - http://blog.gao.gov/2015/01/12/reconstruction-efforts-in-haiti-5-years-after-the-earthquake/ … #weekinreview"
108,"this week, the watchblog ranged from recovery efforts in haiti to children’s health coverage. catch up: http://blog.gao.gov/  #weekinreview"
109,participate in person or online at our jan. 26th discussion of data sharing in disaster response & recovery: http://www.gao.gov/aac/gds_community_of_practice/overview#t=1 …
110,thursday's watchblog covered what you need to know about children's health insurance program funding. http://blog.gao.gov/2015/01/15  #weekinreview
111,our government data sharing community of practice is jan. 26th. registration is open to the public: http://www.gao.gov/aac/gds_community_of_practice/overview#t=1 …
112,catch up on your watchblog reading! tuesday's post shared first year highlights. http://blog.gao.gov/2015/01/13/happy-birthday-watchblog/ … #weekinreviewpic.twitter.com/hw66f3jihp
113,"to mark the 5th anniversary of the earthquake in haiti, monday's watchblog reviewed recovery efforts: http://blog.gao.gov/2015/01/12/reconstruction-efforts-in-haiti-5-years-after-the-earthquake/ … #weekinreview"
114,this week's watchblog ranged from recovery efforts in haiti to children’s health coverage. catch up: http://blog.gao.gov/  #weekinreview
115,40 indicted for disability #fraud in puerto rico. learn what more can be done to prevent physician-assisted fraud: http://www.gao.gov/products/gao-15-19?utm_source=twitter&utm_medium=social&utm_campaign=gpi …
116,40 indicted for disability fraud in puerto rico. read what more can be done to prevent physician-assisted #fraud: http://www.gao.gov/products/gao-15-19?utm_source=twitter&utm_medium=social&utm_campaign=gpi …
117,40 indicted for disability #fraud in puerto rico. read what more can be done to prevent physician-assisted fraud: http://www.gao.gov/products/gao-15-19?utm_source=twitter&utm_medium=social&utm_campaign=gpi …
118,"surface transportation: dot is progressing toward a performance-based approach, but states and grantees report.. http://1.usa.gov/1bbldwt "
119,registration is still open for our 1/26/15 government data sharing community of practice meeting: http://www.gao.gov/aac/gds_community_of_practice/overview#t=1 …
120,. is re-branding the #lcs as a frigate. we have reported on #lcs risks and costs: http://1.usa.gov/1y2pgjn pic.twitter.com/g2d2qkfo1f
121,you still have time to register for our jan. 26 discussion of data sharing in disaster response and recovery: http://www.gao.gov/aac/gds_community_of_practice/overview#t=1 …
122,the  is re-branding the #lcs as a “frigate.” we’ve reported on #lcs risks and costs: http://1.usa.gov/1y2pgjn pic.twitter.com/cfxh2juxt2
123,"not all children in low-income families qualify for medicaid. learn about other options, in today's watchblog:http://blog.gao.gov/2015/01/15/funding-the-childrens-health-insurance-program-chip …"
124,. is re-branding the #lcs as a “frigate.” we’ve reported on #lcs risks and costs: http://1.usa.gov/1s7wehx pic.twitter.com/5c93kum98x
125,"today's watchblog discusses chip, health coverage for certain children in low-income families: http://blog.gao.gov/2015/01/15/funding-the-childrens-health-insurance-program-chip …pic.twitter.com/5jkzczuw84"
126,chip vs. qualified health plans? the watchblog explains the options & what they mean for children's health coverage: http://blog.gao.gov/2015/01/15/funding-the-childrens-health-insurance-program-chip …
127,watchdog podcast: near-term data gaps in noaa weather satellite  http://1.usa.gov/1ion9ck 
128,geostationary weather satellites: launch date nears  but remaining schedule risks need to be addressed http://1.usa.gov/1ion8vv 
129,polar weather satellites: noaa needs to prepare for near-term data gaps http://1.usa.gov/1ion5t9 
130,today's watchblog highlights our work on funding for the children's health insurance program (chip): http://blog.gao.gov/2015/01/15/funding-the-childrens-health-insurance-program-chip …
131,"learn what changes to some children's health insurance coverage could mean, in today's watchblog: http://blog.gao.gov/2015/01/15/funding-the-childrens-health-insurance-program-chip …"
132,registration is open to the public for our next government data sharing community of practice is jan. 26th: http://www.gao.gov/aac/gds_community_of_practice/overview#t=1 …
133,read about funding  for the children's health insurance program (chip) in today's watchblog: http://blog.gao.gov/2015/01/15/funding-the-childrens-health-insurance-program-chip …
134,watchblog post: funding the children’s health insurance program (chip) http://1.usa.gov/1cas0sg 
135,join us in person or virtually on january 26th for a government data sharing community of practice discussion: http://www.gao.gov/aac/gds_community_of_practice/overview#t=1 …
136,environmental litigation: impact of deadline suits on epa's rulemaking is limitedhttp://1.usa.gov/1u72boh 
137," apologies, we didn't see your tweet until today. is the site working for you now?"
138,our government data sharing community of practice is january 26th. registration is open to the public: [http://www.gao.gov/aac/gds_community_of_practice/overview#t=1 …
139,"if you're still not a regular reader of the watchblog, see what you missed in its first year, then subscribe:http://blog.gao.gov/2015/01/13/happy-birthday-watchblog/ …"
140,can your 1-year-old explain auditing standards? check out what the watchblog has covered in its first year:http://blog.gao.gov/2015/01/13/happy-birthday-watchblog/ …
141,"happy birthday, watchblog! we can't accept gifts, but we're still celebrating: http://blog.gao.gov/2015/01/13/happy-birthday-watchblog/ …pic.twitter.com/d8iwvrzmkt"
142,our next government data sharing community of practice is jan. 26th. registration is open to the public: [http://www.gao.gov/aac/gds_community_of_practice/overview#t=1 …
143, thank you!
144,"not sure what the watchblog is all about? on the 1-year anniversary of its first post, see what you've been missing: http://blog.gao.gov/2015/01/13/happy-birthday-watchblog/ …"
145,iranian commercial activities update: foreign firms reported to have engaged in iran's energy or communications.. http://1.usa.gov/1u3l2dx 
146,catch up on a year's worth of reading. check out today's watchblog for highlights of its first year: http://blog.gao.gov/2015/01/13/happy-birthday-watchblog/ …
147,join our january 26th community of practice discussion of data sharing in disaster response & recovery: http://www.gao.gov/aac/gds_community_of_practice/overview#t=1 …
148,"1 year ago today, we started the watchblog. check out highlights from its first year: http://blog.gao.gov/2015/01/13/happy-birthday-watchblog/ …pic.twitter.com/tqrpxairsv"
149,"watchblog post: happy birthday, watchblog! http://1.usa.gov/1y70nmz "
150,"5 years ago today, a powerful earthquake struck haiti. read about reconstruction challenges in today's watchblog: http://blog.gao.gov/2015/01/12/reconstruction-efforts-in-haiti-5-years-after-the-earthquake/ …"
151,"the u.s. pledged >$1 billion to help haiti post-earthquake. 5 yrs later, read about those efforts, today's watchblog: http://blog.gao.gov/2015/01/12/reconstruction-efforts-in-haiti-5-years-after-the-earthquake/ …"
152,watchblog post: reconstruction efforts in haiti 5 years after the earthquake http://1.usa.gov/1xvxzoi 
153,join us january 26 for a discussion of data sharing in disaster response & recover: http://www.gao.gov/aac/gds_community_of_practice/overview#t=1 …pic.twitter.com/lmp8qlrc3k
154,"5 years after the earthquake in haiti, read about some of the issues we uncovered with the reconstruction projects: http://blog.gao.gov/2015/01/12/reconstruction-efforts-in-haiti-5-years-after-the-earthquake/ …"
155,more than 2 million people were displaced by the earthquake that struck haiti. read about efforts to rebuild housing: http://blog.gao.gov/2015/01/12/reconstruction-efforts-in-haiti-5-years-after-the-earthquake/ …
156,"commercial aviation: raising passenger facility charges would increase airport funding, but other effects less.. http://1.usa.gov/1tzu9rb "
157,federal facility cybersecurity: dhs and gsa should address cyber risk to building and access control systems http://1.usa.gov/1tzu9ab 
158,nutrition assistance: additional guidance could assist states in reducing risk of online sale of infant formula http://1.usa.gov/1tzu8u5 
159,"5 years post-earthquake, read how lack of planning, expertise hindered reconstruction in #haiti in today's watchblog: http://blog.gao.gov/2015/01/12/reconstruction-efforts-in-haiti-5-years-after-the-earthquake/ …"
160,registration is open for our 1/26 government data sharing community of practice meeting: http://www.gao.gov/aac/gds_community_of_practice/overview#t=1 …pic.twitter.com/rx56fr0jhx
161,"today's watchblog reviews u.s. efforts to help reconstruct #haiti post-earthquake, 5 years ago today: http://blog.gao.gov/2015/01/12/reconstruction-efforts-in-haiti-5-years-after-the-earthquake/ …"
162,"how can data sharing help aid disaster survivors, responders? join the discussion on january 26th: http://www.gao.gov/aac/gds_community_of_practice/overview#t=1 …"
163,"for the 1st day of the 114th congress, the watchblog shared how we serve new & returning members: http://blog.gao.gov/2015/01/06/welcome-114th-congress/ … #weekinreview"
164,planning to attend our jan. 26 government data sharing community of practice? learn more about this public event: http://www.gao.gov/aac/gds_community_of_practice/overview#t=0 …
165,"this week, the watchblog welcomed the new #newcongress. see what you missed: http://blog.gao.gov/  #weekinreviewpic.twitter.com/euft8vy797"
166,participate in person or online at our january 26th discussion of data sharing in disaster response & recovery: http://www.gao.gov/aac/gds_community_of_practice/overview#t=1 …
167,"for the 1st day of the 114th congress, tuesday’s watchblog shared how we assist new & returning members:http://blog.gao.gov/2015/01/06/welcome-114th-congress/ … #weekinreview"
168,upcoming public event: government data sharing community of practice on january 26th: http://www.gao.gov/aac/gds_community_of_practice/overview#t=1 …
169,". proposes #freecommunitycollege. we reviewed how federal, state govts can improve college affordability: http://www.gao.gov/products/gao-15-151?utm_source=twitter&utm_medium=social&utm_campaign=gpi …"
170,this week's watchblog welcomed the new #newcongress. see what you missed: http://blog.gao.gov/  #weekinreviewpic.twitter.com/yoflriidf1
171,". proposes #freecommunitycollege. we looked at how federal govts, states can improve college affordability:http://www.gao.gov/products/gao-15-151?utm_source=twitter&utm_medium=social&utm_campaign=gpi …"
172,join our jan. 26th community of practice discussion of data sharing in disaster response & recovery: http://www.gao.gov/aac/gds_community_of_practice/overview#t=1 …
173,". proposes #freecommunitycollege. we looked at how federal, state govts can improve college affordability: http://www.gao.gov/products/gao-15-151?utm_source=twitter&utm_medium=social&utm_campaign=gpi …"
174,you can participate in person or online at our jan. 26th discussion of data sharing in disaster response & recovery: http://www.gao.gov/aac/gds_community_of_practice/overview#t=1 …
175,"transportation disadvantaged populations: nonemergency medical transportation not well coordinated, and.. http://1.usa.gov/1awkwow "
176,planning to attend our public 1/26 government data sharing community of practice? learn more about this public event: http://www.gao.gov/aac/gds_community_of_practice/overview#t=0 …
177,"join us january 26th for a government data sharing community of practice discussion, in person or virtually: http://www.gao.gov/aac/gds_community_of_practice/overview#t=1 …"
178,how can data sharing help aid disaster survivors and responders? join the discussion on jan. 26th: http://www.gao.gov/aac/gds_community_of_practice/overview#t=1 …
179,upcoming public event: government data sharing community of practice on january 26th. learn more: http://www.gao.gov/aac/gds_community_of_practice/overview#t=1 …
180,our next government data sharing community of practice is jan. 26th. learn more and register: http://www.gao.gov/aac/gds_community_of_practice/overview#t=1 …pic.twitter.com/ywzyhjvxmk
181,"new to the hill? today's watchblog explains how gao serves congress, and how members can request our work: http://blog.gao.gov/2015/01/06/welcome-114th-congress/ …"
182,join us on jan. 26 for a discussion of data sharing in disaster response & recovery. learn more here:  http://www.gao.gov/aac/gds_community_of_practice/overview#t=1 …
183,"to welcome the new congress, today's watchblog highlights our services for new and returning members and their staffs:http://blog.gao.gov/2015/01/06/welcome-114th-congress/ …"
184,"welcome, #newcongress! curious what gao can do for you? check out today's watchblog: http://blog.gao.gov/2015/01/06/welcome-114th-congress/ …pic.twitter.com/qvrccymk8u"
185,registration is now open for our 1/26/15 government data sharing community of practice meeting: http://www.gao.gov/aac/gds_community_of_practice/overview#t=1 …
186,defense base act insurance: state department should evaluate its open market system and incorporate leading.. http://1.usa.gov/17glrls 
187,"troubled asset relief program: treasury continues to wind down most programs, but housing programs remain active http://1.usa.gov/17glrv1 "
188,"today's watchblog highlights some of the ways we serve congress, as the new congress convenes: http://blog.gao.gov/2015/01/06/welcome-114th-congress/ …"
189,"it's the 1st day of the #114th congress. learn about our services, and how members can request them in the watchblog: http://blog.gao.gov/2015/01/06/welcome-114th-congress/ …"
190,we look forward to serving the 114th congress. learn how members & committees can request our work: http://blog.gao.gov/2015/01/06/welcome-114th-congress …
191,"watchblog post: welcome, 114th congress! http://1.usa.gov/1aaju1a "
192,statement on sierra nevada bid protest decision http://1.usa.gov/1awccgt 
193,human capital: opm needs to better analyze and manage dual compensation waiver data http://1.usa.gov/1apari7 
194,social security disability benefits: agency could improve oversight of representatives providing disability.. http://1.usa.gov/1apari0 
195,follow  for our latest legal decisions and products.pic.twitter.com/zqsc20ws3j
196," thanks, carol!"
197,check out ’s linkedin page for career opportunities and other news: http://linkedin.com/company/us-government …
198,hundreds of figures and images from gao reports are available on our flickr account. check them out at: http://www.flickr.com/photos/usgao/ 
199,"did you know we’re on facebook, too? give our page a like at https://facebook.com/usgao "
200,federal food service operations: implementation of the hhs/gsa health and sustainability guidelines http://1.usa.gov/1awmzyy 
201,improper payments: doe's risk assessments should be strengthened http://1.usa.gov/1awmzii 
