,text
143,"this world food day, learn how some us global food programs succeed where others struggle  … #wfd2014"
144,climate change: usda's ongoing efforts can be enhanced with better metrics and more relevant information for..  
145,specialty metals: dod dissemination of national security waiver information could enhance awareness and..  
146,"ending global hunger requires more than money. for world food day, read about what helps aid programs succeed:  …"
147,today’s watchblog looks at successes and challenges of u.s. global food aid programs  … #wfd2014
148,"for world food day, the watchblog highlights our reports on several u.s. programs to address global #hunger  … #wfd2014"
149,watchblog post: addressing global hunger  
150,combating nuclear smuggling: risk-informed covert assessments and oversight of corrective actions could..  
151,consumer product safety commission: challenges and options for responding to new and emerging risks  
152,"ocean acidification: federal response under way, but actions needed to understand and address potential impacts  "
153,how can va’s #disability programs change to reflect modern concepts of disability and work? we’ve reported:   #ndeam
154,friday’s watchblog highlighted our recommendations to control costs for the f-35 joint strike fighter:  … #weekinreview
155,tuesday’s watchblog shared our reports on children’s access to dental services:  … #ndhm #weekinreview
156,this week’s watchblog ranged from dental hygiene to fighter jets. catch what you missed at:   #weekinreview
157,how can ssa’s #disability programs change to reflect modern concepts of disability and work? we’ve reported   #ndeam
158,yesterday’s watchblog highlighted recommendations to control costs for the f-35 joint strike fighter:  … #weekinreview
159,tuesday’s watchblog shared our reports on children’s access to dental services:  … #weekinreview #ndhm
160,this week’s watchblog ranged from dental hygiene to fighter jets. catch what you missed at   #weekinreview
161,"the watchblog highlights our reports on the #f35, and recommendations for controlling costs:  … #f35"
162,the f-35 is dod’s most costly weapons program. today’s watchblog highlights ways to control its costs:  … #f35
163,immigration detention: additional actions needed to strengthen management and oversight of facility costs and..  
164,nuclear weapons: some actions have been taken to address challenges with the uranium processing facility design  
165,defense acquisitions aren’t cheap. today’s watchblog highlights our best practices for controlling #f35 costs:  …
166,today’s watchblog highlights our reports on the #f35 joint strike fighter:  …pic.twitter.com/tkivpkwbfe
167,watchblog post: controlling costs for the f-35 joint strike fighter  
168,highway trust fund: dot has opportunities to improve tracking and reporting of highway spending 
169,market research: better documentation needed to inform future procurements at selected agencies  
170,elections: issues related to state voter identification laws 
171,national defense: department of defense's waiver of competitive prototyping requirement for the navy's fleet..  
172,the watchblog highlights our reports on dental services for children:  … #ndhm
173,housing finance system: a framework for assessing potential changes  
174,watch that halloween candy! today’s watchblog highlights our work on dental health and dental services:  … #ndhm
175,today’s watchblog highlights our reports on dental services for children:  … #ndhm
176,today’s watchblog highlights our reports on dental services for children:  … #ndhmpic.twitter.com/upng3a6j4g
177,watchblog post: october is national dental hygiene month  
178,. briefed media today on 2020 census planning. we recommended improvements in obtaining address data:  
179,how can va’s #disability programs change to reflect modern concepts of disability and work? we’ve reported:   #ndeam
180,. briefs media today on 2020 census planning. we recommended improvements in obtaining address data  
181,medicaid: information on inmate eligibility and federal costs for allowable services  
182,private health insurance: the range of base premiums in the individual market by county in january 2013  
183,troubled asset relief program: treasury could better analyze data to improve oversight of servicers' practices  
184,how can ssa’s #disability programs change to reflect modern concepts of disability and work? we’ve reported:   #ndeam
185,. briefs media today on 2020 census planning. we recommended improvements in obtaining address data:  
186,friday’s watchblog highlighted the work of our homeland security & justice team:  … #weekinreviewpic.twitter.com/ixyx7tlfeo
187,tuesday’s watchblog highlighted our reports on the navy’s littoral combat ship:  … #weekinreview
188,this week’s watchblog ranged from naval ships to homeland security. catch up on what you missed at   #weekinreview
189,yesterday’s watchblog highlighted our homeland security and justice team:  … #weekinreviewpic.twitter.com/txza0creiq
190,tuesday’s watchblog highlighted our reports on the navy’s littoral combat ship program:  … #weekinreview
191,this week’s watchblog ranged from naval ships to homeland security. see what you missed at   #weekinreview
192,today’s watchblog looks at the work of our homeland security and justice team:  …pic.twitter.com/xqmabrv6yn
193,our homeland security & justice team covers issues from elections to immigration to law enforcement. read more:  …
194,"today’s watchblog highlights our homeland security & justice team, which reports on agencies from doj to dhs to fema:  …"
195,technology transfer: federal laboratory consortium should increase communication with potential customers to..  
196,our homeland security & justice team covers issues from border security to emergency response. the watchblog has more  …
197,watchblog post: gao’s homeland security and justice team  
198,2020 census: census bureau can improve use of leading practices when choosing address and mapping sources  
199,compounded drugs: tricare's payment practices should be more consistent with regulations  
200,u.s. and afghanistan agree on force levels after 2014. we’ve reported on challenges of equipment drawdown:  
201,u.s. and afghanistan sign security deal. we’ve reported on challenges of removing equipment from aghanistan:  
202,the #mcrmc report proposes changes for military #healthcare. we've testified on military health system reform:  
203,tax refund fraud from id theft cost the us billions in filing season 2013. learn more for #taxidtheft awareness week- …
204,#mcrmc report proposes changes for military #healthcare. we've identified ways to reduce military health care costs:  
205,#potus budget to be issued next week. find budget resources and tools here:  …pic.twitter.com/kvb3l3porv
206,defense health care: additional information needed about mental health provider staffing needs  
207,what are the costs of protecting taxpayers from identity theft refund fraud? find out for #taxidtheft awareness week:  …
208,#potus budget to be issued next week. learn more about the fiscal outlook:  …pic.twitter.com/ryim9xdfv9
209,federal workforce: opm and agencies need to strengthen efforts to identify and close mission-critical skills gaps  
210,stronger pre/post-refund strategies can help irs combat tax refund #fraud. learn more for #taxidtheft awareness week:  …
211,#mcrmc releases #military compensation & retirement report. we’ve reported on potential cost savings in this area:  …
212,#potus budget will be issued next week. find budget resources and tools here:  …pic.twitter.com/sdt90hpgnj
213,#military compensation and retirement report released today. we’ve reported on military and civilian pay comparisons:  …
214,"if you have a mortgage, it's likely securitized. don't know what that means? check out today's watchblog:  …"
215,"more than 1 million homes were in foreclosure by the end of 2013. read more about housing finance, today's watchblog:  …"
216, thank you for your inquiry. we don’t publish a calendar for when reports will be issued.
217,#military compensation & retirement report released today. we’ve reported on potential cost savings in this area:  …
218,weaknesses in 3rd party programs limit irs’s ability to detect fraudulent tax id theft refunds. #idtheftchat  …
219,irs estimated there was about $30 billion in attempted tax id theft refund fraud in filing season 2013. #idtheftchat:  …
220,#mcrmc releases #military compensation & retirement report. we’ve reported on military and civilian pay comparisons:  …
221,"today's watchblog explains ""mortgage-backed securities"" and other aspects of housing finance:  …pic.twitter.com/bqq4bt6s9r"
222,it's #taxidtheft awareness week. listen to our podcast to learn about the size of the problem-  …pic.twitter.com/hs9fvqoxqs
223,dod acquisitions: opportunities may exist to increase utility of nondevelopmental items pilot program  
224,"federal construction subcontracting: insight into subcontractor selection is limited, but agencies use oversight..  "
225,first-time homebuyer? refinancing your mortgage? check out today's watchblog on the housing finance system:  …
226,"do you know what ""origination"" means? securitization? today's watchblog explains the housing finance system:  …"
227,what can be done about nearly $6 billion in refunds stolen from taxpayers? find out for #taxidtheft awareness week - …
228,"to help you understand the housing finance system, today's watchblog explains the 4 major phases of a mortgage:  …"
229,#potus budget will be issued next week. learn more about the fiscal outlook:  …pic.twitter.com/dzgkqrxc5g
230,watchblog post: understanding the housing finance system  
231,changes coming to how medicare pays for services? learn how the fee-for-service payment model affects costs:  …
232,"matching taxpayer data to w-2s could help irs prevent #idtheft refund fraud, but has costs. for #taxidtheft week -  …"
233,. may change how medicare pays for care. learn how the fee-for-service payment model affects costs:  …
234,do you know how irs searches for tax id theft or other fraudulent returns? find out for #taxidtheft awareness week:  …
235,private health insurance: geographic variation in spending for certain high-cost procedures driven by inpatient..  
236,"matching taxpayer data to w-2s could help irs prevent #idtheft refund fraud, but has costs. for #taxidtheft week:  …"
237,stronger pre/post-refund strategies can help irs combat tax refund #fraud. learn more for #taxidtheft awareness week-  …
238,today's watchblog features our physical infrastructure team. check it out:  …pic.twitter.com/vwncyw8knz
239,"planes, trains, and automobiles are all in a day's work for this gao team. read more in today's watchblog:  …"
240,it's #taxidtheft awareness week. listen to our podcast to learn about the size of the problem:  …pic.twitter.com/3skaxat3qe
241,our physical infrastructure team found $1.5 billion in savings last year. check out all they do in today's watchblog:  …
242,"can you hear me? telecommunications is just 1 of 6 topics for our physical infrastructure team, today's watchblog:  …"
243,"defense logistics: dod has a strategy and has taken steps to improve its asset visibility, but further actions..  "
244,depot maintenance: status of the public-private partnership for repair of the dual-mode transmitter in the f-16..  
245,supply chain security: cbp needs to enhance its guidance and oversight of high-risk maritime cargo shipments  
246,potential gaps in weather satellite coverage could affect noaa's ability to forecast future storms  … #snowmageddon2015
247,"this team knows more about highways and airports than any seasoned traveler. check out their work, today's watchblog:  …"
248,what can be done about nearly $6 billion in refunds stolen from taxpayers? find out for #taxidtheft awareness week: …
249,the u.s. postal service is just 1 of 6 issue areas our physical infrastructure team covers. more in the watchblog:  …
250,watchblog post: gao’s physical infrastructure team  
251,potential gaps in #weather satellite coverage could affect noaa's ability to #forecast future storms  … #blizzardof2015
252,potential future gaps in weather satellite coverage could affect noaa's ability to track storms like #blizzardof2015  …
253,what are the costs of protecting taxpayers from identity theft refund fraud? find out for #taxidtheft awareness week-  …
254,potential gaps in #weather satellite coverage could affect noaa's ability to forecast future storms:  … #blizzardof2015
255,tax refund fraud from id theft cost the us billions in filing season 2013. learn more for #taxidtheft awareness week:  …
256,potential future gaps in #weather satellite coverage could affect noaa's ability to track storms like #blizzardof2015  …
257,"for #taxidtheft awareness week, learn how thieves commit this fraud and how it could affect you:  …"
258,"thursday, the watchblog reviewed u.s. weather satellites, and potential gaps in coverage:  … #weekinreview"
259,"tuesday's watchblog featured the work of our education, workforce, and income security team:  … #weekinreview"
260,"this week’s watchblog ranged from weather satellites, to oversight of education, retirement programs: #weekinreview"
261,"thursday’s watchblog reviewed u.s. weather satellites, and potential gaps in coverage:  … #weekinreview"
262,"tuesday, the watchblog featured the work of our education, workforce, and income security team:  … #weekinreview"
263,"this week’s watchblog ranged from weather satellites, to oversight of education, retirement programs:  #weekinreview"
264,. covered our report on dod hq personnel requirements:  . read the full report:  
265,"read about how to prepare students for college, as #freecommunitycollege proposed at #sotu -  …pic.twitter.com/gafmwxhf6o"
266,affordable childcare proposed at #sotu. read about potential effects on low-income parents -  …pic.twitter.com/fpeatz0wg3
267,"changes to 529 college savings plans proposed at #sotu. read about these tax-deferred accounts, and how they work -  …"
268,"nearly half of new community college students weren't well prepared. w/#freecommunitycollege proposed at #sotu, read:  …"
269,"changes to 529 college savings plans proposed at #sotu. read about these tax-deferred accounts, and how they work:  …"
270,"read about how to prepare students for college, as #freecommunitycollege proposed at #sotu:  …pic.twitter.com/nbyes7bas0"
271,affordable childcare proposed at #sotu. read about potential effects on low-income parents:   …pic.twitter.com/envdt7y4zj
272,today's watchblog reviews potential gaps in satellite coverage for weather forecasting:  …pic.twitter.com/tvchojixq8
273,"who do you call for repairs in space? read about challenges maintaining weather satellites, today's watchblog:  …"
274,"nearly half of new community college students weren't well prepared. w/#freecommunitycollege proposed at #sotu, read  …"
275,"the satellites responsible for forecasting u.s. weather may experience gaps in the near future, today's watchblog:  …"
276,african growth and opportunity act: usaid could enhance utilization by working with more countries to develop..  
277,job corps: assessment of internal guidance could improve communications with contractors  
278,"4 days before hurricane sandy, the satellite monitoring the east coast was offline. what happened? today's watchblog:  …"
279,"we rely on satellites for weather forecasts, but what happens if those satellites fail? read today's watchblog:  …"
280,"today's watchblog reviews the satellite systems that help forecast major storms, like snowmageddon:  …"
281,watchblog post: weather forecasting—outlook unclear  
282,upcoming public event: government data sharing community of practice on january 26th. learn more:  …
283,simplified education tax benefits proposed at #sotu. learn about current higher education tax provisions -  …
284,"#freecommunitycollege proposed at #sotu. read how federal, and state governments can improve college affordability -  …"
285,simplified education tax benefits proposed at #sotu. learn about current higher education tax provisions:  …
286,"can you afford to #retire? go to college? this team helps examine those issues and more, in today's watchblog:  …"
287,"helping to protect workers, families, and retirees is all in a day's work for this gao team. today's watchblog:  …"
288,you still have time to register for our jan. 26 discussion of data sharing in disaster response and recovery:  …
289,"meet the team that reviews federal programs serving infants to retirees, in today's watchblog:  …pic.twitter.com/5jdxsrnmdz"
290,"our education, workforce & income security team identified $376 million in savings last fiscal year. learn more:  …"
291,"defense headquarters: dod needs to reassess personnel requirements for the office of secretary of defense, ..  "
292,"#freecommunitycollege proposed at #sotu. read how federal, state governments can improve college affordability:  …"
293,"from infancy to old age, this gao team has you covered. curious? check out today's watchblog:  …pic.twitter.com/4oju4vou4o"
294,aviation safety: issues related to domestic certification and foreign approval of u.s. aviation products  
295,"#freecommunitycollege proposed at #sotu. read how federal, and state governments can improve college affordability:  …"
296,va construction: va's actions to address cost increases and schedule delays at major medical-facility projects  
297,"today’s watchblog highlights the work of our education, workforce, and income security team:  …pic.twitter.com/yd7fqmiyqt"
298,"gao’s david wise testifies on va medical center construction project cost overruns, schedule delays, today at 10:30am  …"
299,"gao’s gerald dillingham testifies on faa’s regulatory certification process, today at 10am:  …"
300,"watchblog post: gao’s education, workforce, and income security team  "
301,rebels continue attacks in #yemen. we've reported on how instability threatens u.s. counterterrorism efforts 
302,rebels continue attacks in #yemen. we've reported on how instability threatens u.s. counterterrorism efforts - 
303,our government data sharing community of practice is january 26th. registration is open to the public:  …
304,rebels continue attacks in #yemen. we've reported on how instability threatens u.s. counterterrorism efforts:  
305,there's still time to register for our jan. 26 discussion of data sharing in disaster response and recovery:  …
306,planning to attend our 1/26 government data sharing community of practice? learn more about this public event:  …
307,thursday's watchblog covered what you need to know about children's health insurance program funding:   #weekinreview
308,catch up on your watchblog reading! tuesday's post shared first year highlights:  … #weekinreviewpic.twitter.com/dcjewoz7zh
309,"to mark the 5th anniversary of the earthquake in haiti, monday's watchblog reviewed recovery efforts -  … #weekinreview"
310,"this week, the watchblog ranged from recovery efforts in haiti to children’s health coverage. catch up:   #weekinreview"
311,participate in person or online at our jan. 26th discussion of data sharing in disaster response & recovery:  …
312,thursday's watchblog covered what you need to know about children's health insurance program funding.   #weekinreview
313,our government data sharing community of practice is jan. 26th. registration is open to the public:  …
314,catch up on your watchblog reading! tuesday's post shared first year highlights.  … #weekinreviewpic.twitter.com/hw66f3jihp
315,"to mark the 5th anniversary of the earthquake in haiti, monday's watchblog reviewed recovery efforts:  … #weekinreview"
316,this week's watchblog ranged from recovery efforts in haiti to children’s health coverage. catch up:   #weekinreview
317,40 indicted for disability #fraud in puerto rico. learn what more can be done to prevent physician-assisted fraud:  …
318,40 indicted for disability fraud in puerto rico. read what more can be done to prevent physician-assisted #fraud:  …
319,40 indicted for disability #fraud in puerto rico. read what more can be done to prevent physician-assisted fraud:  …
320,"surface transportation: dot is progressing toward a performance-based approach, but states and grantees report..  "
321,registration is still open for our 1/26/15 government data sharing community of practice meeting:  …
322,. is re-branding the #lcs as a frigate. we have reported on #lcs risks and costs:  pic.twitter.com/g2d2qkfo1f
323,you still have time to register for our jan. 26 discussion of data sharing in disaster response and recovery:  …
324,the  is re-branding the #lcs as a “frigate.” we’ve reported on #lcs risks and costs:  pic.twitter.com/cfxh2juxt2
325,"not all children in low-income families qualify for medicaid. learn about other options, in today's watchblog: …"
326,. is re-branding the #lcs as a “frigate.” we’ve reported on #lcs risks and costs:  pic.twitter.com/5c93kum98x
327,"today's watchblog discusses chip, health coverage for certain children in low-income families:  …pic.twitter.com/5jkzczuw84"
328,chip vs. qualified health plans? the watchblog explains the options & what they mean for children's health coverage:  …
329,watchdog podcast: near-term data gaps in noaa weather satellite   
330,geostationary weather satellites: launch date nears  but remaining schedule risks need to be addressed  
331,polar weather satellites: noaa needs to prepare for near-term data gaps  
332,today's watchblog highlights our work on funding for the children's health insurance program (chip):  …
333,"learn what changes to some children's health insurance coverage could mean, in today's watchblog:  …"
334,registration is open to the public for our next government data sharing community of practice is jan. 26th:  …
335,read about funding  for the children's health insurance program (chip) in today's watchblog:  …
336,watchblog post: funding the children’s health insurance program (chip)  
337,join us in person or virtually on january 26th for a government data sharing community of practice discussion:  …
338,environmental litigation: impact of deadline suits on epa's rulemaking is limited 
339," apologies, we didn't see your tweet until today. is the site working for you now?"
340,our government data sharing community of practice is january 26th. registration is open to the public: [ …
341,"if you're still not a regular reader of the watchblog, see what you missed in its first year, then subscribe: …"
342,can your 1-year-old explain auditing standards? check out what the watchblog has covered in its first year: …
343,"happy birthday, watchblog! we can't accept gifts, but we're still celebrating:  …pic.twitter.com/d8iwvrzmkt"
344,our next government data sharing community of practice is jan. 26th. registration is open to the public: [ …
345, thank you!
346,"not sure what the watchblog is all about? on the 1-year anniversary of its first post, see what you've been missing:  …"
347,iranian commercial activities update: foreign firms reported to have engaged in iran's energy or communications..  
348,catch up on a year's worth of reading. check out today's watchblog for highlights of its first year:  …
349,join our january 26th community of practice discussion of data sharing in disaster response & recovery:  …
350,"1 year ago today, we started the watchblog. check out highlights from its first year:  …pic.twitter.com/tqrpxairsv"
351,"watchblog post: happy birthday, watchblog!  "
352,"5 years ago today, a powerful earthquake struck haiti. read about reconstruction challenges in today's watchblog:  …"
353,"the u.s. pledged >$1 billion to help haiti post-earthquake. 5 yrs later, read about those efforts, today's watchblog:  …"
354,watchblog post: reconstruction efforts in haiti 5 years after the earthquake  
355,join us january 26 for a discussion of data sharing in disaster response & recover:  …pic.twitter.com/lmp8qlrc3k
356,"5 years after the earthquake in haiti, read about some of the issues we uncovered with the reconstruction projects:  …"
357,more than 2 million people were displaced by the earthquake that struck haiti. read about efforts to rebuild housing:  …
358,"commercial aviation: raising passenger facility charges would increase airport funding, but other effects less..  "
359,federal facility cybersecurity: dhs and gsa should address cyber risk to building and access control systems  
360,nutrition assistance: additional guidance could assist states in reducing risk of online sale of infant formula  
361,"5 years post-earthquake, read how lack of planning, expertise hindered reconstruction in #haiti in today's watchblog:  …"
